H0_samples,cosiota_samples
6.637902192076366248e+01,-9.754383890481050923e-01
6.692420060010793748e+01,-9.239575815329096331e-01
7.362590751282505153e+01,-9.049386966699149992e-01
1.004840483336092234e+02,-6.105282519391338480e-01
6.176713142117602473e+01,-9.668483589366403397e-01
7.892970903239647384e+01,-8.164230594511252548e-01
6.940433280106047675e+01,-9.369861107071366657e-01
9.903122928923114898e+01,-7.523937210383128127e-01
8.674382822345590682e+01,-8.347480669605750192e-01
8.816047695204788681e+01,-7.333427023608116713e-01
8.466558951522016230e+01,-8.593805988487615011e-01
6.641715976125162513e+01,-9.404703335974042844e-01
7.388777313437107352e+01,-8.781421131657191070e-01
7.122222755297161711e+01,-8.857557419963554279e-01
6.937789307180995024e+01,-9.001633894417232495e-01
6.577629825290239296e+01,-9.848189342145368119e-01
8.768103919375009525e+01,-7.980635013675864142e-01
7.360249462979231794e+01,-8.759251465121846714e-01
7.176599504146760466e+01,-8.936302874353337922e-01
6.790753305003856610e+01,-9.805485526135362395e-01
8.364882814522718490e+01,-7.289137209745014667e-01
8.055436341633848940e+01,-6.453452920794892078e-01
6.933615504106577987e+01,-8.639837836971554497e-01
6.523072002704152794e+01,-8.941095170245885182e-01
6.015503727488224683e+01,-9.526289289550757822e-01
5.839376917047781035e+01,-9.340599414299338710e-01
5.789508407683469926e+01,-9.199132082159817703e-01
6.487047952225071867e+01,-9.199008000328697809e-01
7.426486106745707616e+01,-9.741127004404939171e-01
6.832452830655029175e+01,-9.935596877691529327e-01
6.310242362373460878e+01,-9.598182658299007075e-01
6.336405938495939694e+01,-9.070947373570226180e-01
7.956644091323802570e+01,-7.580094779827587503e-01
6.040535135090189556e+01,-9.295204607449263357e-01
6.784812445971417105e+01,-9.177313860147155999e-01
7.577333843367472355e+01,-8.524228148641941338e-01
7.542839651179257032e+01,-9.104606744538167318e-01
8.994127171540897336e+01,-6.926404704742825658e-01
6.712761272272747703e+01,-9.636264913397376564e-01
1.368052515797355397e+02,-4.380960178168119001e-01
7.225176802002167165e+01,-9.408587722639569773e-01
7.255206177023028147e+01,-9.225250728651452903e-01
8.591789738210917449e+01,-8.172248233545543750e-01
9.573153386196295855e+01,-8.117641590840772858e-01
7.681788641483704794e+01,-9.855630066223528551e-01
8.384350951456691803e+01,-7.991352403447354869e-01
7.077937564852268792e+01,-9.927209467486091121e-01
8.620996467000625785e+01,-7.883468538652322888e-01
6.945713286045062773e+01,-8.923491268253734843e-01
7.146616323534206572e+01,-9.491944497036790551e-01
7.144254151011010379e+01,-9.183588712408273791e-01
6.772059660391221314e+01,-9.862119068013113221e-01
7.732166588637269911e+01,-8.683768525928954318e-01
1.252602862811300071e+02,-5.683665995607265486e-01
6.635029642237026337e+01,-9.288284679961743562e-01
6.979451495540776307e+01,-9.137948010622845008e-01
8.621084338816423553e+01,-7.475108611630434385e-01
9.668816801955384221e+01,-6.885352323330635738e-01
8.792110252581812802e+01,-7.131037716116911396e-01
8.369216545105791738e+01,-8.079867246699188321e-01
7.180794477030585199e+01,-9.646200888436992082e-01
8.896356923352232116e+01,-7.108774606618164515e-01
7.973759309163604314e+01,-7.782173286343381235e-01
6.265188366055389224e+01,-9.618686875619740784e-01
6.634136117964689561e+01,-8.763627398102844523e-01
7.937387785807987939e+01,-8.418521915994762184e-01
6.774907824797753619e+01,-8.868882041247657666e-01
6.635645423697192768e+01,-9.394201526914544020e-01
1.007351580614590176e+02,-6.566545870993375500e-01
7.246292942051753982e+01,-9.796566017650328861e-01
6.321905738002027419e+01,-9.649198063505538547e-01
7.042175433413520125e+01,-9.396633884442928686e-01
8.942888258256881784e+01,-7.007716399244444672e-01
8.097129027373748045e+01,-7.591710791104774314e-01
7.104960166227043317e+01,-9.565892690931794284e-01
9.245141463196445386e+01,-7.215791197516493449e-01
1.051853526333083551e+02,-6.276909827140078058e-01
7.121026381007675354e+01,-9.309736811750730645e-01
5.763135413227556825e+01,-9.943894922425079441e-01
6.818521312875813578e+01,-9.023046888168734236e-01
7.376182924563005372e+01,-9.976944006547676658e-01
7.694721814166280183e+01,-8.173328520088688487e-01
8.581396074371737370e+01,-8.046654730337211570e-01
8.047704275730703216e+01,-8.613808962612807818e-01
7.829082519739333179e+01,-7.657829953412486068e-01
8.601900737866455415e+01,-7.606701753057014681e-01
6.701251057883915507e+01,-9.842343979876044813e-01
7.914583614592375227e+01,-8.758121577419819559e-01
8.139055523667501291e+01,-8.448293061326446196e-01
7.427222689092830876e+01,-8.788106855134785178e-01
6.560653404642239650e+01,-9.999721349056632791e-01
6.358447731550508308e+01,-9.900543403826338462e-01
7.119590296753052883e+01,-9.456088510760348731e-01
7.247860186922999048e+01,-9.169139337035429049e-01
1.085573450404670268e+02,-4.460226165921401531e-01
6.969273088695992158e+01,-9.841322374881967816e-01
9.109367660730494265e+01,-7.461507815364398777e-01
7.589387677233274587e+01,-9.300389204413985755e-01
7.148249623218730164e+01,-9.980618532421344780e-01
7.172338506679578529e+01,-9.388286646344607966e-01
8.610424534824974785e+01,-8.406075707633773320e-01
8.407988258730959785e+01,-7.859792774436868967e-01
8.494717803657663069e+01,-7.731562190690761671e-01
7.406757535421745331e+01,-9.008264831349912516e-01
8.297577432806973263e+01,-8.123610811155770328e-01
6.894294674582042148e+01,-9.013579491746492867e-01
7.992601824112153963e+01,-8.646040081039614300e-01
8.900603090915687687e+01,-7.108118952943608404e-01
7.978887955195209258e+01,-8.127047096645763080e-01
6.808179601356199839e+01,-9.379983137665917070e-01
8.743349093655636750e+01,-6.300076938934958681e-01
9.448437372868887962e+01,-6.431491784122533861e-01
8.218198420867814491e+01,-8.124694830333313300e-01
7.509413784945773784e+01,-8.162464518799352753e-01
8.621244941019432417e+01,-7.123493125600091069e-01
6.426833233025637071e+01,-9.456671199160772145e-01
6.911933028696954295e+01,-8.023679660992394380e-01
6.253263938849990922e+01,-9.829731764157702001e-01
5.881926288250066648e+01,-9.575836818774358106e-01
7.186748224216449898e+01,-8.569397494012400696e-01
6.349632203125974428e+01,-9.959510222133650670e-01
7.018379312458293384e+01,-9.208130503205440576e-01
6.635590328292549600e+01,-9.914750421011059300e-01
7.984360298142175338e+01,-8.315617079009183232e-01
6.992433084959436940e+01,-8.838933434183005033e-01
9.943088600402474242e+01,-6.177829123692120117e-01
6.819160218155347764e+01,-9.675332341791933466e-01
9.473520187823973515e+01,-5.737387970136738069e-01
7.379890717295171498e+01,-9.717705857102935108e-01
7.314160272607155378e+01,-8.932898506282055395e-01
7.132402297329167595e+01,-8.774317303359525644e-01
7.222075803224392132e+01,-9.051268395687203094e-01
7.733593628634717732e+01,-8.115691242418484608e-01
6.945634974327256828e+01,-9.603718848087605675e-01
6.800148847636852167e+01,-9.920650663758520116e-01
8.628624276026670259e+01,-6.981517610064850166e-01
8.185697384931253850e+01,-8.627922883319130154e-01
7.267405091680453211e+01,-9.134244871163231805e-01
6.375379245233966685e+01,-9.469125682240895348e-01
7.224451816548706518e+01,-8.754132931328928446e-01
6.537984820961976595e+01,-9.791951848051652085e-01
6.186852208037227996e+01,-9.909309608032238481e-01
7.334699992241799293e+01,-9.395124870143939377e-01
7.406915687708678320e+01,-9.717412575357753379e-01
1.045871904951691107e+02,-5.626211004477084110e-01
7.093186508508641452e+01,-8.166105852301820400e-01
6.075526343277727648e+01,-9.946678847408600976e-01
6.835662711417845117e+01,-9.227517831899769707e-01
7.875072841841016213e+01,-8.114971658892133899e-01
6.318301821568633869e+01,-9.640449723923638636e-01
7.149272051494963875e+01,-8.945115788031354764e-01
8.148386946797802466e+01,-8.360240548483710565e-01
6.474150554046910599e+01,-9.640034269410913126e-01
8.562141202362778358e+01,-7.599285236765352947e-01
7.543440729446793114e+01,-7.987544737432127340e-01
9.094254785914290551e+01,-6.404054743807238159e-01
7.804624488409635319e+01,-8.854989909454012986e-01
7.297186504083420289e+01,-8.815945140935096402e-01
8.379547498784582160e+01,-8.599153027557603357e-01
8.953828109931615131e+01,-7.064942639846174544e-01
8.183926415595834669e+01,-7.652284927955407268e-01
8.589321126607900680e+01,-6.983753714552327629e-01
6.893811726600648626e+01,-9.497777048313761350e-01
7.564152057253031103e+01,-9.347669197737406011e-01
8.869219744193951271e+01,-7.497256925847695097e-01
7.629155878679732439e+01,-9.436724886846338256e-01
7.408819593788281566e+01,-9.121345127613895709e-01
7.885251640887678093e+01,-9.754958819135457482e-01
8.334597872691890075e+01,-8.488992731431179717e-01
7.450871028557477871e+01,-8.547582717374704320e-01
6.533796372863730539e+01,-9.619769068186264649e-01
8.154755774249808553e+01,-9.680755032379394498e-01
1.135671873725640779e+02,-6.132888268916969476e-01
9.152451846282963288e+01,-8.384729866662060660e-01
7.944989747123192103e+01,-9.742013302168247568e-01
1.135631553339153328e+02,-6.800319860388958082e-01
7.906885421840847528e+01,-9.382318471120327796e-01
7.417909988324380777e+01,-9.552395662133380538e-01
1.046399383077207546e+02,-6.318480828396338955e-01
1.045898414219073800e+02,-6.222417568373248553e-01
8.623693360088300608e+01,-7.791451091562832110e-01
7.768034142686822463e+01,-8.793423616216756722e-01
7.154024218876178054e+01,-8.997865890263930799e-01
6.023873697352089351e+01,-9.745523742355608476e-01
7.771036662317676758e+01,-8.267397146660556695e-01
8.553099033861336409e+01,-6.589249179013049185e-01
6.241194095994804769e+01,-9.758375677876074406e-01
6.574124379640579718e+01,-9.929979738634151509e-01
9.417585399645493283e+01,-6.023496769505733983e-01
8.722531662281512865e+01,-7.265372758125997477e-01
6.769933359148788554e+01,-9.982685428714777043e-01
7.277506451125412923e+01,-9.856603669692117764e-01
1.078302053433221062e+02,-5.964377448873745546e-01
1.184411122008107498e+02,-6.219193434221743644e-01
9.348892016590400544e+01,-8.009544111002006028e-01
8.588497414817658182e+01,-8.856712606389581799e-01
9.987128960877178940e+01,-7.024866434642648150e-01
6.996860139331317896e+01,-9.897565393481965179e-01
9.589417859169715541e+01,-7.702501285843811329e-01
1.337705827460971193e+02,-3.752479113922796428e-01
9.288859947474743706e+01,-7.974391652558121546e-01
1.388887354516326695e+02,-2.797487733227874696e-01
7.153186940357208812e+01,-9.491681832834081289e-01
6.584956631454873843e+01,-9.316043512405930427e-01
6.294893519076099153e+01,-9.867814611416874104e-01
1.075940587777494812e+02,-6.135711099691529835e-01
7.312135986639165708e+01,-7.903787727669714380e-01
7.136894611317067927e+01,-8.798285398134844115e-01
9.775117362312725788e+01,-6.505841324542430693e-01
9.374730890230861746e+01,-6.031496570581600380e-01
6.195807207697531283e+01,-9.579576647010392687e-01
8.086686459412267425e+01,-7.215180278075846720e-01
9.355999362193644231e+01,-5.721885547477768563e-01
6.481479141225646856e+01,-9.692332015675132473e-01
1.054434530289667151e+02,-4.373432865621755261e-01
1.028165283872931184e+02,-5.842346416815252796e-01
6.582259882675646168e+01,-9.554067784631139482e-01
7.682750320465919458e+01,-8.914214205986998873e-01
8.352879128226012995e+01,-8.476595947108065410e-01
9.090683308009614905e+01,-7.081188234369040213e-01
7.117705574941352609e+01,-8.885097485743206347e-01
6.724787213182625578e+01,-9.703762223252341279e-01
6.781409039711419950e+01,-9.725351432747405545e-01
6.598260249524416565e+01,-9.685462729224066925e-01
7.148735805853173986e+01,-8.785712552075698456e-01
7.700673387490284938e+01,-8.576591253662606551e-01
6.516158986404187203e+01,-9.613196183237433523e-01
6.975577036151612731e+01,-9.959675997709178663e-01
6.444783503234928901e+01,-9.822706942155542409e-01
6.459426216236082041e+01,-9.854538515734789783e-01
7.729757535522699641e+01,-8.030399128852659940e-01
7.998425519014006113e+01,-7.290555974761653291e-01
7.998223833008356110e+01,-7.018759830580512116e-01
1.083756189822487954e+02,-5.070854058751053106e-01
9.070841756312604787e+01,-6.687801166109802464e-01
6.879157254879768857e+01,-8.756900604196401483e-01
6.851200804250431986e+01,-8.781845665146233992e-01
6.973268469190657015e+01,-9.156504597887357155e-01
6.414644562700350150e+01,-9.363714483534976152e-01
7.305439448747308973e+01,-9.300234626610172084e-01
1.006083743816195977e+02,-4.491033336118155916e-01
9.940134561296987670e+01,-5.952622457074236983e-01
7.331918793973545689e+01,-9.588726893823696917e-01
7.467693190339650755e+01,-9.239947455371384510e-01
1.138715265081416987e+02,-5.513500487243424564e-01
6.423990189931579664e+01,-9.901512920057272682e-01
7.566264020666700674e+01,-8.835340055662680436e-01
1.110791879573574192e+02,-4.922029973906595912e-01
6.487781917619386718e+01,-9.156606108994488347e-01
6.777515181505506803e+01,-9.976446450769453911e-01
7.903791771034372005e+01,-8.213214267586103068e-01
7.883878572978535715e+01,-8.193848489857574746e-01
8.781545767473660646e+01,-7.242715495573982531e-01
7.129785407184954238e+01,-9.296866666463647899e-01
7.019882374795784585e+01,-8.405862613234063030e-01
7.894080203967624243e+01,-7.555934457572280882e-01
9.702144227743444560e+01,-6.545297067212688669e-01
7.629185793936376569e+01,-8.044275524287353152e-01
8.980955849035278504e+01,-7.683232608936375607e-01
6.797492585956001676e+01,-9.527756112686506240e-01
7.487031741682146446e+01,-8.446182249953378962e-01
1.075270353920420234e+02,-6.131049818294912468e-01
8.605808000682776537e+01,-7.646457371617587651e-01
6.776817865455262790e+01,-9.058435877653095991e-01
6.676715189484362156e+01,-9.923846701093848033e-01
6.973493646381315614e+01,-9.215106913158771507e-01
6.490785610562461727e+01,-9.145235358486499821e-01
6.484330705086109958e+01,-9.999908083833130013e-01
6.626048461911420873e+01,-9.874701308747719786e-01
9.008026177894242892e+01,-6.608827438713431590e-01
6.324570936926369313e+01,-9.379199775788812365e-01
5.723485023979956310e+01,-9.372908832867468121e-01
7.807686851506815628e+01,-9.577218274131881204e-01
7.664651742918778154e+01,-9.702881171320043574e-01
9.563483856485576950e+01,-7.537843801616970207e-01
8.294689599279102765e+01,-8.618229933061458681e-01
8.258434870049036647e+01,-8.398938516079420546e-01
7.397516666957888276e+01,-9.723355092916717846e-01
8.080093483298779233e+01,-8.244888888968362473e-01
1.210371227906826022e+02,-6.130075565079144972e-01
7.355856815121383363e+01,-8.627436482599242229e-01
7.118842685308368345e+01,-9.775487390729846737e-01
7.146168196811150608e+01,-9.677163011016886029e-01
1.085010377117032618e+02,-5.426154340428663847e-01
7.442546025999283188e+01,-9.223454956518171155e-01
8.930146825850998482e+01,-7.949840127339081741e-01
9.766636791160188125e+01,-7.619787787519437527e-01
8.031479937251060619e+01,-8.189753376256282413e-01
8.821017675992742113e+01,-7.947983593836819294e-01
7.594020371665801861e+01,-9.001366983373844111e-01
1.006742314435624053e+02,-7.170926372283032979e-01
8.664239906333109786e+01,-7.608468318715041478e-01
6.363273197037723605e+01,-9.396694176650440822e-01
6.702769880286841442e+01,-9.745535438167710618e-01
9.433225446652002688e+01,-6.762618887509566079e-01
7.218372943095231165e+01,-8.192748804042851996e-01
9.991567947214329592e+01,-6.486347876894046349e-01
6.303302546449816646e+01,-9.827471186308518458e-01
6.801578707387339762e+01,-9.527309832572664616e-01
7.444784273806233443e+01,-8.827703217112303768e-01
6.991633926660593090e+01,-9.234416440912016633e-01
7.276139677162046837e+01,-9.376686752778414791e-01
6.701389556425633032e+01,-9.438752689183443900e-01
7.959045341370536164e+01,-7.618443841490891710e-01
6.901634740924717448e+01,-9.265981444933089062e-01
7.167881410220299188e+01,-8.208105975193757953e-01
7.842822385043764655e+01,-7.589363098089482174e-01
7.710467879566613192e+01,-8.565234412601686609e-01
6.628779413670382326e+01,-9.089904109167215029e-01
8.066498593239705883e+01,-8.018172495795021781e-01
6.358953561326315906e+01,-9.855530397293522649e-01
6.882586382463820485e+01,-9.606202497394084050e-01
7.165653965431039296e+01,-9.219490716766522986e-01
5.961914442975866280e+01,-9.442429956888779286e-01
8.405518438075033316e+01,-6.698218985833155337e-01
7.080500881961485504e+01,-8.663754592362811202e-01
7.715188557960728133e+01,-8.306974400830513527e-01
1.107172585853153066e+02,-5.787270703327155319e-01
7.689467539356722625e+01,-7.544664126791073011e-01
1.167691433301735344e+02,-5.036928522722732282e-01
7.271775883137705421e+01,-8.890364697948380801e-01
6.962764153939853884e+01,-9.399788721238339084e-01
6.446017057594659150e+01,-8.623468669912897067e-01
6.620051342961812679e+01,-9.122596787039590760e-01
6.272698198269657155e+01,-9.800853043137649490e-01
9.526333504052300327e+01,-6.387716718841057739e-01
7.639410695119261163e+01,-8.650691159664494201e-01
7.136977522989128886e+01,-9.925338755418768866e-01
9.718008379153160092e+01,-6.424013918067699169e-01
8.704075385431563916e+01,-8.164934628531334004e-01
8.183217908569530152e+01,-9.111545470978051897e-01
6.721169122988300160e+01,-9.564567176675761173e-01
6.715262399337053978e+01,-9.348871813720533996e-01
1.066308524324808786e+02,-5.990797154560758564e-01
7.829465286080787223e+01,-9.432764284880615913e-01
9.394147114500191265e+01,-7.164476490538543851e-01
6.719243492404618223e+01,-9.168801960462569234e-01
7.019261195540305209e+01,-9.800481628024267922e-01
6.846307950971866774e+01,-9.383286618047503858e-01
7.682524838797978362e+01,-9.213948976692145632e-01
6.821799192592170868e+01,-9.879190324989434169e-01
7.274134316556067859e+01,-8.992135761783930370e-01
7.569250125021817155e+01,-8.144074335557019984e-01
7.511574043862856342e+01,-9.331103450855537940e-01
9.532169988611673261e+01,-7.555556594447768726e-01
6.889351647840672399e+01,-9.477197748539416544e-01
6.887257510478895028e+01,-7.995490974856199751e-01
6.275701818883563732e+01,-9.420068311908785796e-01
6.619570313300502562e+01,-9.157880368855930708e-01
7.684807745559596981e+01,-8.463459394794506929e-01
7.302985711612996056e+01,-8.958615782612386891e-01
6.365883174323474947e+01,-9.447907188830994007e-01
6.021274785341815772e+01,-9.596706837730810680e-01
6.206492606787097799e+01,-9.034617996485093672e-01
7.813277227887104459e+01,-7.957560610211028562e-01
7.208961902179437686e+01,-9.060040127064019622e-01
1.007209828768296518e+02,-6.328297917894639690e-01
7.155690710550919675e+01,-9.840132421927351158e-01
9.396463892768692006e+01,-5.685169247734079834e-01
7.823530030927467749e+01,-7.955618961305399583e-01
6.689240487022512127e+01,-8.944921407786384782e-01
5.933129076144354030e+01,-9.992799150620855775e-01
6.103358726340341889e+01,-9.985577455541790881e-01
7.478632772027059161e+01,-8.561555131618685532e-01
6.418630415431228187e+01,-9.005801283903237531e-01
7.509830295294166547e+01,-8.317958068256269266e-01
7.953512718050474462e+01,-8.185130589822314784e-01
7.343460448902673932e+01,-8.510657862384145567e-01
6.367093044302003335e+01,-9.778787364936978310e-01
6.386626394262889761e+01,-9.445859247633727751e-01
6.536409221520396784e+01,-9.995015921620756805e-01
8.339834591610626546e+01,-7.723594433221658839e-01
7.254481494814658049e+01,-9.164634307691784665e-01
6.848985316476638729e+01,-9.759630479096510491e-01
6.294427793481339961e+01,-9.385877412550081011e-01
7.358600083170867379e+01,-8.278662057947296926e-01
8.147938636675790747e+01,-7.527222457149825852e-01
8.082804960943585115e+01,-6.954271014973475440e-01
6.753423795934747886e+01,-9.403318281187199590e-01
6.930480097047549748e+01,-9.597511910591841611e-01
7.118202313946821391e+01,-9.125289674507121029e-01
7.739894309925225002e+01,-8.127661427452355092e-01
7.248320977016338418e+01,-9.494501722942996214e-01
6.544194714328737916e+01,-9.952506505040893403e-01
6.152126786716377893e+01,-9.958407712093457764e-01
6.751318878326971173e+01,-9.572062003399699481e-01
7.559405083277572146e+01,-8.472257248519441397e-01
6.810030552120623781e+01,-9.858286782930132386e-01
6.601039502103191126e+01,-9.568250410179490739e-01
6.665038927448836148e+01,-9.454386757612953662e-01
7.742587454500875310e+01,-8.290522022535350422e-01
6.728737372727067623e+01,-9.572696787570087462e-01
6.592972928226089380e+01,-9.026156957709974282e-01
9.041627335982771285e+01,-7.583959020478597823e-01
7.747459720945417416e+01,-8.957054616687865067e-01
8.166801186302566862e+01,-8.044190532469098764e-01
7.627595496842040745e+01,-8.765640965030234710e-01
7.399706455253334525e+01,-9.219604951745306032e-01
8.283867945521261333e+01,-8.745301086009922287e-01
1.206678021357784445e+02,-5.286384530470088494e-01
6.930962812960682129e+01,-9.826213395878992118e-01
9.978578058003689932e+01,-6.707526892867200496e-01
9.688952580637817391e+01,-6.733845724367260033e-01
8.969661161646760661e+01,-8.030173081711625693e-01
8.158501920264873775e+01,-8.549704014172170297e-01
7.018294510423673671e+01,-9.441561964525669870e-01
7.385009760805803580e+01,-8.348253152367539620e-01
7.241945687775564977e+01,-9.478930480684957249e-01
6.991738116066660780e+01,-8.818433769344813378e-01
6.445450869121405901e+01,-9.882215748790029730e-01
6.533148357019297237e+01,-9.525815104562980196e-01
6.507157638002112776e+01,-9.833044820916079232e-01
6.436455624191214042e+01,-9.366924780564650499e-01
6.832096879281536417e+01,-9.334321394630948898e-01
7.387580359809078345e+01,-8.803407134383571808e-01
7.287172501331207286e+01,-9.538670323982806343e-01
7.617519512603990961e+01,-9.127178340098258680e-01
6.688079359466865981e+01,-8.487571083146216999e-01
7.461886099408256712e+01,-9.041856305479177847e-01
6.532632795811142046e+01,-9.811734174587861679e-01
9.999744698746513905e+01,-5.624204292932148963e-01
6.147647997330873437e+01,-9.906696988430137019e-01
6.745253304729463650e+01,-9.503093013831943603e-01
7.336540553734565151e+01,-9.299012223047854464e-01
9.952563981912476265e+01,-4.999908019515434954e-01
7.128971427061429722e+01,-7.989966907421451880e-01
6.787811275406602363e+01,-8.736134120193870256e-01
7.441981671302703205e+01,-7.491639539802235070e-01
5.639420320526207320e+01,-9.954702832706399107e-01
6.729014823374446053e+01,-9.147323891901352200e-01
7.641586572570901126e+01,-7.273952719736523909e-01
6.515629268136812868e+01,-8.199608865753492681e-01
5.605602299116092979e+01,-9.890130160116741287e-01
6.445621963523555564e+01,-9.012270371835316984e-01
7.195622059512891155e+01,-8.840403631954247832e-01
6.623089557038620967e+01,-9.767357315139392204e-01
8.901560330166483936e+01,-6.425103108536290852e-01
7.489162514515055591e+01,-8.041475746387551915e-01
6.420480865070524601e+01,-9.774258563732574068e-01
7.409151685524324193e+01,-8.717880574419779593e-01
9.996105263144960418e+01,-6.569890859130828042e-01
6.547025103136361679e+01,-9.415273685391598590e-01
7.158443906349612007e+01,-8.535601040181994836e-01
8.047976485828895932e+01,-7.922951387562188197e-01
8.729928654558047185e+01,-6.683768207759466229e-01
6.080737549414090637e+01,-9.592282691171488684e-01
7.122677485491173854e+01,-9.657747624698327371e-01
1.213812429685129075e+02,-5.338428845396772093e-01
6.717827659925623607e+01,-9.436991506303370469e-01
8.619975509429721683e+01,-6.182755007555084115e-01
6.994400849078408555e+01,-9.513642575707639271e-01
7.835771147720417673e+01,-8.877172488447555576e-01
6.915784245295041899e+01,-8.839388278836157742e-01
6.682655313502100114e+01,-9.567269752864970833e-01
7.690199014111318832e+01,-8.637548917618650401e-01
7.421977947955494415e+01,-9.108938670705225560e-01
1.164693801346338944e+02,-5.882510361534307730e-01
7.371121037044125046e+01,-8.224205984399498570e-01
6.438135437282106466e+01,-8.780681469643152326e-01
8.010615512045060882e+01,-7.619815243278361683e-01
6.744701337504410787e+01,-9.676043059384051848e-01
6.799773173080772892e+01,-9.605904160884622955e-01
6.736026258144430301e+01,-8.404391020724886197e-01
5.766631498398371747e+01,-9.421218466059148033e-01
6.858988274961571108e+01,-8.840399796592237625e-01
6.870701055899142773e+01,-8.688129277044707166e-01
7.431323522482793464e+01,-7.883735571000598519e-01
7.453097378481994895e+01,-8.216374995914526025e-01
7.413822831448618444e+01,-8.208691951033649792e-01
9.548605659181956185e+01,-6.709075645696492840e-01
9.039480475217521871e+01,-7.364003703185684202e-01
1.180989459091301512e+02,-5.142474127260912020e-01
7.867518175159533200e+01,-7.947473540312849360e-01
8.332656719874410101e+01,-8.218689665535036104e-01
8.316872623812582788e+01,-7.859792774436868967e-01
9.769434730395602173e+01,-5.421818178060877624e-01
1.035126814196991489e+02,-5.910989292613350043e-01
8.165496165182969435e+01,-7.886240837521898417e-01
7.317063905458587669e+01,-9.072400185774540660e-01
8.320045312690315598e+01,-7.199181451888526651e-01
7.076065565180945782e+01,-8.644467270707938411e-01
8.124605327969317159e+01,-8.690022749996616502e-01
6.933305469583773117e+01,-9.702643188570034827e-01
8.355834499566526574e+01,-8.507523894789184027e-01
1.602020631155933756e+02,-4.226732039931948015e-01
1.187859839240009734e+02,-5.677073445961255960e-01
8.733186553935479424e+01,-8.938813183045136723e-01
7.010122073409162624e+01,-9.905719274135448282e-01
1.021719433959563190e+02,-6.214660050801843472e-01
7.502039392637627202e+01,-8.379009545648888890e-01
7.169129740629999503e+01,-9.112578245531632870e-01
7.034081709171228169e+01,-9.371773310729728523e-01
7.495446952959774478e+01,-8.345417463860428375e-01
1.314368472769536709e+02,-4.574580514674276843e-01
9.403470598082083143e+01,-6.446019529182643870e-01
7.730151508194016685e+01,-8.051094255269346522e-01
1.260326928240868938e+02,-4.055494871955897529e-01
6.664171576913683737e+01,-9.331831301087836206e-01
7.052781116465729383e+01,-9.108341265394821473e-01
1.217632446165210496e+02,-5.179883443538686461e-01
7.171529022034052048e+01,-9.680958791404071784e-01
7.363924181629198529e+01,-9.489532082933316293e-01
9.623058840351544063e+01,-6.943743774365455090e-01
6.447980629081328630e+01,-9.671490409703480395e-01
8.172755707823399973e+01,-8.158375463433620300e-01
8.353876399966458166e+01,-7.487056813924682919e-01
6.659411621399829073e+01,-9.901532363372720358e-01
6.644824367975040502e+01,-9.857366245320631215e-01
6.609664912207661303e+01,-9.930584684598540157e-01
7.012807617596408249e+01,-9.803003741787862380e-01
7.618569983526816713e+01,-8.348008078881242744e-01
7.672452951739552418e+01,-8.716320249602726999e-01
6.289963566440517440e+01,-9.197286962971857882e-01
7.805426061320771680e+01,-8.018308091875981924e-01
6.814704729428521546e+01,-9.481380166432615830e-01
6.976595274001201119e+01,-9.671334587061094501e-01
6.332716379956031005e+01,-9.913532525303843101e-01
1.153000803123691469e+02,-4.885126504937624126e-01
6.236257388826179238e+01,-9.958752005060672596e-01
1.129599628422628399e+02,-4.019768598908326496e-01
6.611459415559171759e+01,-9.959704839961419642e-01
9.136684849565685340e+01,-7.365810910517197607e-01
7.984443857493666030e+01,-8.201857106538007480e-01
9.766024371185078223e+01,-6.252585919363630174e-01
8.768442316719958285e+01,-7.112441060283258842e-01
7.569844975648450713e+01,-9.089715845729540167e-01
7.062931279640443449e+01,-9.611489772021651889e-01
7.310376076780102039e+01,-9.869119101633540003e-01
8.558341097685877230e+01,-5.784274773922963853e-01
5.934805510279527851e+01,-9.909701125362114782e-01
6.652475619730087431e+01,-9.127178340098258680e-01
6.966746464844700881e+01,-8.500017078339452414e-01
7.265409453803141560e+01,-7.511458111443588548e-01
8.162759280458624289e+01,-7.665495189822653099e-01
6.442482558204723375e+01,-9.494305914613428987e-01
6.814891200454744080e+01,-8.582663794701516080e-01
7.458891513165060871e+01,-8.809842177133586638e-01
8.973711249682780533e+01,-6.763378149042973408e-01
9.880199396608364282e+01,-6.415700036841761600e-01
7.982194660082592463e+01,-7.923807675499493497e-01
7.280257312055562124e+01,-9.189045180724668693e-01
6.655896965708610935e+01,-9.902735812725144138e-01
7.444099904952429370e+01,-8.825228761066074012e-01
9.802157618379716553e+01,-6.447997727797494250e-01
7.880172871257727252e+01,-8.881136716336202053e-01
8.086907963041247172e+01,-8.295622429293543210e-01
6.890145361976752270e+01,-9.594378243669218209e-01
7.806340287284010060e+01,-9.327102853530050419e-01
6.928204162190641568e+01,-9.984968023843174834e-01
1.143529921699761047e+02,-5.996851098814772740e-01
7.866428865833013617e+01,-8.709879809156014785e-01
1.085610956005815524e+02,-6.277155911384437736e-01
7.334744538147297988e+01,-9.730059823823231646e-01
8.733526427043912577e+01,-8.078392027401534170e-01
9.097966460757933760e+01,-8.117367692302782656e-01
8.056858313485344070e+01,-8.847836359647470728e-01
9.273332524237727625e+01,-8.226994123045844320e-01
1.148335081325367781e+02,-5.905927817628365828e-01
9.536881450530673021e+01,-7.460269184445719182e-01
