H0_samples,flat_z_H0_samples,250kms_uncert_H0_samples
7.208109308282740813e+01,1.132267641460432515e+02,5.209659961745255430e+01
7.465931553097587425e+01,1.132571563659611371e+02,7.044553220147736283e+01
6.645123125940853015e+01,1.142104530582405744e+02,5.925556831386251133e+01
8.285600445642901946e+01,7.884768823764260048e+01,7.052324844088424527e+01
7.698589565744794072e+01,8.427045808035130392e+01,7.135143852236390671e+01
6.578617170845045337e+01,7.545152197637600011e+01,6.135783129521084334e+01
7.321096494547705902e+01,7.942025819845248691e+01,6.546279504124929360e+01
7.479130363939070492e+01,8.068530637486365720e+01,6.488952706388461422e+01
9.349364055271051654e+01,7.214561914655872954e+01,6.340801329465084990e+01
8.404043265452301625e+01,6.882019240216926903e+01,6.622388845902707999e+01
6.643431313319469211e+01,6.605452458799167914e+01,6.669448917435408930e+01
6.861456187228760939e+01,6.839496524464497895e+01,9.474130739914778587e+01
6.528275225376422952e+01,7.740013212581730784e+01,7.581794009540132606e+01
6.232094848423609079e+01,8.474127425384301660e+01,7.661542032544507208e+01
7.203169639782912270e+01,9.168480620501141232e+01,6.931414815577736022e+01
7.387214425527217543e+01,8.725016834710346814e+01,7.937470407408613937e+01
6.509536728026870378e+01,7.345323290709654884e+01,9.278572207790182347e+01
6.630584717085061186e+01,7.465435064538739596e+01,7.613411805820905442e+01
1.177093039173283699e+02,7.622137780366537640e+01,8.714934232416011639e+01
8.013972670610660032e+01,8.517197917266101115e+01,7.858748641425680148e+01
7.275817819582721313e+01,8.380728694121430067e+01,7.210628354660050832e+01
7.660411140114567274e+01,7.189556587069729687e+01,6.727154763814601779e+01
8.142326032666194635e+01,7.289859839123586482e+01,6.416100190407424009e+01
1.072076149966638354e+02,6.873864445424776193e+01,6.946619191161227036e+01
6.425223529795341904e+01,7.789327526903979049e+01,7.624549537992835724e+01
6.520182839856961721e+01,6.964004756447144473e+01,6.895049132429447525e+01
6.161608777975461493e+01,8.064655262080492548e+01,9.316649809516381708e+01
8.383053205977654443e+01,7.572243474867852342e+01,1.061749813730015148e+02
6.383757217173823761e+01,7.650119627761375796e+01,7.533027324316267936e+01
6.610072816168653276e+01,5.963359339803609060e+01,6.454588656914911837e+01
6.579512420244878967e+01,9.451257936749979649e+01,7.337619300492025332e+01
1.021213814322032079e+02,8.695854147885151519e+01,7.103242080688868043e+01
7.417168803475409788e+01,6.087752789741528403e+01,7.693574195405325611e+01
7.393969646533649609e+01,7.005544395422278114e+01,7.478967917143053512e+01
7.464068817507980214e+01,7.879397059634504785e+01,7.707810460465702818e+01
6.894003378526673487e+01,6.393909623809290821e+01,7.030602739901480902e+01
6.367060936217750111e+01,6.467117933463649138e+01,6.496160593198021616e+01
8.174211952733438125e+01,6.730634640385697764e+01,6.197131548944047097e+01
8.708619320218510040e+01,6.681648171690795834e+01,6.746134881855645915e+01
1.003488357020766557e+02,6.525464588665302301e+01,6.969654907190344773e+01
6.922760595393492622e+01,8.237540164742138415e+01,9.252234770530040464e+01
7.338208892355739010e+01,7.019707199237232942e+01,7.452299338555468466e+01
6.815998781798744233e+01,6.414360471018237320e+01,7.953215410163035415e+01
7.635218194341605624e+01,7.297367386582062920e+01,7.119491031704383488e+01
6.906132782679071624e+01,6.586010839936098193e+01,9.343953032772726885e+01
7.346142439761938192e+01,6.915870892193653674e+01,7.377446447336572533e+01
7.163832038040246175e+01,8.916814454788884348e+01,7.891050919655297946e+01
9.972800598394722726e+01,8.101126375587587347e+01,1.105271438915554398e+02
7.629334243224795387e+01,7.943808883366557438e+01,1.005397850697655286e+02
8.374867693671860991e+01,1.096185105765466261e+02,6.602782899068765232e+01
7.417798633450331636e+01,1.112021008967688829e+02,7.534323047146757801e+01
6.894075560771685218e+01,1.178622912255464570e+02,8.100239855757348550e+01
7.586771031983069236e+01,6.882437306780485642e+01,6.463285225433868675e+01
8.488656641718401374e+01,8.439249826561757573e+01,7.088402462061510789e+01
9.475269103657464598e+01,8.547307345430925807e+01,6.654079336472163675e+01
6.833059704594651862e+01,1.010374592760002912e+02,6.505534504074869062e+01
7.470799261372566491e+01,1.074432416233732539e+02,7.332756492549854954e+01
9.372599961877041608e+01,1.031901662571570881e+02,7.990976736081117338e+01
7.628876622481918446e+01,8.386118897425407681e+01,6.761327036672059876e+01
7.267348185302321895e+01,7.460715001026979110e+01,8.059459660595557295e+01
8.679094350482181142e+01,6.268972627510147078e+01,1.093386542783437392e+02
7.422334226693956793e+01,6.831553910499386006e+01,7.208847893186218414e+01
8.246611766341918326e+01,8.040972064354753002e+01,8.361356437045057532e+01
7.537260701015446784e+01,7.711758367958178439e+01,6.803842874371223104e+01
7.585269377909398258e+01,1.139467162166035195e+02,7.750877910070408916e+01
6.522532185891252254e+01,1.181984106342144258e+02,7.648717445117604541e+01
6.689988309002589517e+01,1.154126285503802336e+02,1.079498375112464288e+02
1.182671446105501616e+02,1.129945254063083127e+02,7.427073839489264628e+01
6.848952983957559582e+01,1.116850415446361069e+02,7.574312656499104435e+01
7.070606022508900423e+01,1.179099634430651662e+02,6.904872081283684793e+01
8.632570268796855828e+01,1.154354387353368310e+02,9.184145633303859313e+01
1.070739393571432458e+02,6.943529189411590608e+01,7.085809930560304792e+01
7.779408524598272834e+01,6.632015877526880843e+01,7.247517588990641002e+01
6.752013147944595062e+01,6.799424734337128484e+01,6.843830612504058308e+01
7.379715355718523995e+01,7.228762924003412138e+01,6.073818288915525443e+01
9.201325552185828371e+01,1.025533438464280493e+02,9.121883964864429117e+01
7.758161146629288396e+01,1.042448570094711187e+02,7.807065056200596587e+01
7.162734204800669602e+01,7.082149266807049059e+01,7.733777310846701880e+01
1.038527866151845132e+02,6.744114281206671535e+01,6.988413351562495279e+01
7.866707593250562525e+01,7.268227989942363365e+01,6.862664365802142186e+01
8.049688990847887737e+01,9.470448174333463953e+01,7.284402706146654793e+01
7.222528834640613127e+01,6.852120054594116993e+01,6.856580553705252612e+01
7.548396437931387482e+01,7.388126893452944444e+01,6.219671238955955772e+01
6.721152022751985555e+01,7.533090844965119004e+01,6.683724040250412202e+01
6.715270717075557627e+01,9.678808698996701310e+01,6.341584204594514063e+01
6.306273495204096236e+01,7.500423061867563490e+01,9.801031664491276274e+01
6.560707376318191564e+01,6.925330882621365447e+01,6.364115024159082168e+01
8.778525651313785261e+01,6.538133373977828455e+01,7.039021727391448735e+01
7.200523459312762498e+01,9.934585006418500086e+01,6.808378801525368829e+01
9.570150599636387767e+01,1.024223551704591415e+02,6.324552506350968883e+01
7.110952462304121013e+01,9.376422212036830217e+01,7.705334299990566649e+01
9.352316048502085266e+01,1.016245703184806075e+02,7.054860559202683135e+01
8.013628624241181342e+01,9.924794589684313451e+01,7.748010220282336036e+01
6.049086233932694512e+01,1.240401846059019704e+02,6.889684571634894894e+01
7.967740549964796060e+01,1.394048235983993891e+02,8.127089468899481517e+01
6.892232882501716063e+01,1.411306262976243886e+02,7.655324340616695622e+01
9.472364226073068494e+01,1.332151556964009842e+02,7.827355970851367317e+01
7.820467980234295169e+01,7.805765738981270374e+01,6.908284884774175794e+01
9.613749238025033605e+01,6.870765238965886113e+01,7.150869073671042031e+01
1.130654973009179969e+02,1.043813226956559959e+02,6.576611959636338156e+01
1.040022605366710735e+02,1.598166446536682201e+02,9.606081303661483162e+01
8.930213873660972013e+01,1.732462451439484141e+02,7.394404145794321437e+01
7.068023515769218079e+01,1.671790661455754332e+02,7.590131476023086066e+01
7.299187902573763154e+01,1.659819279813818866e+02,8.276470528098623447e+01
7.174826866263029501e+01,1.724855759904169759e+02,9.727898884334094021e+01
7.650617008878529646e+01,1.707353270571863959e+02,8.450031209356482975e+01
7.162916851361801207e+01,1.666425768075312703e+02,7.689401775249012871e+01
8.250508756186371784e+01,1.583621015325183521e+02,7.072660856642667682e+01
6.382470206165521631e+01,1.666851997734733288e+02,6.818455457987315071e+01
9.081205338344504696e+01,1.574820824958795811e+02,6.492926135267077825e+01
6.715430731857502167e+01,1.519866306399210885e+02,6.884669363845576129e+01
6.709834745092101116e+01,7.504621721491203346e+01,9.559607977024276693e+01
6.660534417038731192e+01,7.433731995497802814e+01,9.785136219861445284e+01
6.602913729122400355e+01,7.222054011058338574e+01,1.094766563206612631e+02
7.658744565243569014e+01,7.458389103139687393e+01,6.191729544335296964e+01
6.825126420482094147e+01,7.918067144078024455e+01,6.438232633805314720e+01
8.517769472666263653e+01,7.835031427329606402e+01,7.545296445830733489e+01
7.965402889557464050e+01,8.978734518223798489e+01,6.789499129607077066e+01
7.796087610083547759e+01,8.940200955802278315e+01,7.997914425024143270e+01
6.505082447649949984e+01,9.392790070618818277e+01,1.113293325287594797e+02
6.877267196976069386e+01,8.600062032968568815e+01,5.992782687096134708e+01
6.652162954425561736e+01,7.129368671602804852e+01,7.549802035184386284e+01
6.405466440859365207e+01,7.088486158367177836e+01,7.119276477571202122e+01
7.401003510091734938e+01,8.585056595694736359e+01,7.867283144334879808e+01
9.082786968211431144e+01,1.027492091237432277e+02,7.635415366280487603e+01
9.391259514488359628e+01,1.032371659507107751e+02,8.808611532884394535e+01
8.284364982015762280e+01,9.724276620750733002e+01,1.003858719603124285e+02
7.026245394712672976e+01,7.547380045048082309e+01,1.195011586868270399e+02
7.704758111346245641e+01,6.258498349531465266e+01,6.833909241186627526e+01
6.898897999416551841e+01,7.194539787565342692e+01,7.607343488418432287e+01
6.611692184783885295e+01,7.652813537529375765e+01,6.568394411798831811e+01
7.206940087704080611e+01,7.537438151919621987e+01,5.845106187248017449e+01
8.901498851202089213e+01,7.832064631847407554e+01,5.792950786463016044e+01
6.897775460122029756e+01,1.029822957639903080e+02,7.157629578116076630e+01
7.148773467674212156e+01,6.339470509291434297e+01,6.161136375854194114e+01
7.104439991694496825e+01,8.339942672537704027e+01,7.616410492975312252e+01
7.202541494344058037e+01,9.533604140977131181e+01,6.946168707099627682e+01
7.096409885010609742e+01,9.668101440312707950e+01,6.907880539695383959e+01
8.598173520357273958e+01,9.932728428974817803e+01,5.979905556630302499e+01
8.259582446068927197e+01,9.932728428974817803e+01,5.745600780940251440e+01
7.031006603232462737e+01,9.970212844127071605e+01,6.259073276899297156e+01
6.836473314810864110e+01,9.970212844127071605e+01,6.848487639116623882e+01
5.819553987363398306e+01,9.970212844127071605e+01,6.868265716989185421e+01
6.382543218827794362e+01,6.548562431282844898e+01,7.983695872538253013e+01
7.007610493495498361e+01,7.049753727444647211e+01,7.071911996729679117e+01
6.520467434505050619e+01,6.945360469155137650e+01,7.257273992162588172e+01
1.337915863126620195e+02,7.509060164667818071e+01,8.123443432420430099e+01
6.473852646185108028e+01,7.055926254960256472e+01,7.222179498551321331e+01
5.907789387158468486e+01,8.052703888340565186e+01,8.818998905715983483e+01
5.984388717045786166e+01,6.758938603872901751e+01,1.121422335074632883e+02
6.029234112376279597e+01,6.624899122511310168e+01,9.163894242591123884e+01
8.344222237081865501e+01,6.796752333598023199e+01,8.568683492772464660e+01
7.366646749783632231e+01,6.705960711058887114e+01,6.722265766250667696e+01
6.517491330729139065e+01,7.079195583166315942e+01,6.649752799752846499e+01
7.283940852329010340e+01,7.447628924375106862e+01,7.191423244301199702e+01
7.612669628896279050e+01,6.763345289497480906e+01,6.158934045326065387e+01
6.713492153998150513e+01,8.752367900422571267e+01,6.958008367334851130e+01
7.588997163770001464e+01,8.352256787929843540e+01,6.425513458964185531e+01
7.311190976625438509e+01,7.179053766675515647e+01,8.399880106373903743e+01
8.158304016038893280e+01,6.458716944617935951e+01,7.177249731771016172e+01
6.948904678075443542e+01,9.264850051464938474e+01,7.004665489858778926e+01
7.028467383518120926e+01,6.691760873096163209e+01,1.109808870348652619e+02
1.059964179942509759e+02,7.307254300985933071e+01,6.341806236648498185e+01
7.943125999875012155e+01,8.651834087731526779e+01,1.158727965989433812e+02
8.560796226722956703e+01,8.616454470417950517e+01,6.837859618689142849e+01
6.246886700395229752e+01,1.106077148426105481e+02,7.344238960637061098e+01
1.348881177540630176e+02,1.002026468309724834e+02,8.046356092524278836e+01
8.439647306059239895e+01,1.312690168140645710e+02,7.263418859855001131e+01
6.837210006165044263e+01,1.247712468255412546e+02,1.002155513975851591e+02
9.535753969708628119e+01,1.288130566420972514e+02,9.569614241453275838e+01
6.958727804383600812e+01,5.846724038913038157e+01,6.795354853419745211e+01
6.239268662824351708e+01,1.267235112439963132e+02,6.371478358444652912e+01
7.462386002661830275e+01,1.225093951095466167e+02,9.768895505412538682e+01
9.360392321834697782e+01,7.029468467895111417e+01,7.474290621176105276e+01
9.623297946319182472e+01,7.335184462255300275e+01,5.444465210704022695e+01
9.068689917055066019e+01,6.523460425181548317e+01,6.637134365158186711e+01
1.009474221245860406e+02,7.120189124319182383e+01,6.939976210288361358e+01
6.233836935066051410e+01,6.902026956899132415e+01,9.350478599432086924e+01
6.401815888026732182e+01,7.820602325466282423e+01,8.122558443609771928e+01
7.324500806770814165e+01,8.746960667499128306e+01,8.899606955279277543e+01
7.118713743930618421e+01,1.060478454422432861e+02,8.867244305948752015e+01
8.382912869720799165e+01,1.040799983163824720e+02,6.635613659824166177e+01
7.410343464773092137e+01,7.493580495732237523e+01,8.336277849051187161e+01
1.015168920387826716e+02,6.753221319348710949e+01,5.992347378042360617e+01
6.875926376705346854e+01,9.600708275089252197e+01,6.843184793419939638e+01
9.576065634991185505e+01,9.999455562699647260e+01,7.638635826809314722e+01
7.212140322326564501e+01,6.167628340732231607e+01,6.193814551226026310e+01
7.019034887095941144e+01,7.561698688723950568e+01,6.839642022655384324e+01
6.045328658893949836e+01,8.376427391920384480e+01,7.235920790946754266e+01
7.010162171110084728e+01,7.213964654255225639e+01,7.309451273044851405e+01
8.061178774065773212e+01,5.990267299709250182e+01,8.333993472265079561e+01
9.438553436003270747e+01,6.995277354587564389e+01,1.156450589487673426e+02
9.490371481391738939e+01,8.028525350824219231e+01,7.454333763509919208e+01
6.577077187961181437e+01,7.157157798182122121e+01,8.012690454766288894e+01
6.423296752694264455e+01,7.304538663748957106e+01,8.665929986490095871e+01
9.349504045724356160e+01,7.691158282191894102e+01,8.701076919681968036e+01
6.855435622459987144e+01,7.310760948669398829e+01,8.838808070515858617e+01
7.049134748152694385e+01,7.091326213852157423e+01,6.801079797135471949e+01
6.353169283796348310e+01,6.948328494595173765e+01,7.323783993831999339e+01
6.758267720994300021e+01,6.685760592604313501e+01,7.755808531742933098e+01
6.569498562118212703e+01,7.699867450022745174e+01,8.766114223383536341e+01
9.554038150659535233e+01,7.607596344169832037e+01,9.807045997439571750e+01
6.730300161387586400e+01,8.131210531712127931e+01,1.087864579833099867e+02
7.143756448223288658e+01,8.718178894972383830e+01,7.409705278112919302e+01
7.147447282228573329e+01,7.365700934202860140e+01,9.431908583351732034e+01
6.883171194189729647e+01,1.019110126760703565e+02,7.032556993616564966e+01
7.370677661697035887e+01,1.060372738779248181e+02,7.301817683000918180e+01
8.168212228254468243e+01,8.288285269827633783e+01,7.667627074187731750e+01
7.041690410375139209e+01,7.354212835766448109e+01,6.907804198471514212e+01
7.433977008219694937e+01,7.079717972043437157e+01,6.662615110729426249e+01
7.949873199185606154e+01,7.569317777326628516e+01,8.046468025076096353e+01
7.594912059075572586e+01,7.994708940268620267e+01,7.006309821558585327e+01
8.074396849449910007e+01,7.898077128289806126e+01,9.473198821742569464e+01
7.922802450878563718e+01,7.835551257414870463e+01,7.286196550382355497e+01
7.576090584963041863e+01,7.052616484111084105e+01,9.837320697517542101e+01
9.094378252753075742e+01,7.378211185482460621e+01,8.128564163864653835e+01
8.462251708365525360e+01,7.184922339564202787e+01,6.374097398625460187e+01
9.435414521349967742e+01,8.000756445254766902e+01,6.801964901623006199e+01
9.565345679593842476e+01,6.835913206371839124e+01,6.679118528766933593e+01
8.573406744651033762e+01,7.229147357691491038e+01,5.840148033503470515e+01
1.004067091114993531e+02,9.598283498293369576e+01,6.796364806141194492e+01
7.695333209699309407e+01,7.191251509232405681e+01,7.972069726917561638e+01
1.253071656535531844e+02,7.174065085661590047e+01,7.539931545019359760e+01
8.518811225428220268e+01,7.294646221793350094e+01,8.707360824413721900e+01
9.752696643546195787e+01,7.768005903328962347e+01,9.261767176822098691e+01
6.629251304180823468e+01,7.353447616082698346e+01,9.466077666307620575e+01
7.446687184939639792e+01,9.313584765208621263e+01,7.832813542490379177e+01
9.495253650160320547e+01,9.313584765208621263e+01,7.510827099588064470e+01
6.846729151421196491e+01,9.623198794844741144e+01,7.613602044940230940e+01
9.654232467324654010e+01,6.709485286994987518e+01,7.217143248939838429e+01
7.695217960583252648e+01,9.221788564116261000e+01,8.645123191682118602e+01
7.494762496580446509e+01,9.610012444534517329e+01,9.576108976912233572e+01
8.985834356901135322e+01,8.471197178748967360e+01,6.416381171952477303e+01
9.086413679094039253e+01,6.185672877413588822e+01,7.767550370583826691e+01
7.510141899799437226e+01,6.718130066643176690e+01,6.957930068928807543e+01
8.449446294766491405e+01,7.031389628801665026e+01,5.921470683834914439e+01
7.170888691663692782e+01,7.499086733573783192e+01,7.351256320204163330e+01
7.065813509531831471e+01,7.595015804808998894e+01,6.992674577691771276e+01
7.515550386505798031e+01,6.442198849489039958e+01,7.300779210681952236e+01
7.851119608666638783e+01,6.782917931452719529e+01,7.085618779983212789e+01
1.178659057766342784e+02,7.416650696301205414e+01,6.223762012548483824e+01
8.230300793297354289e+01,8.364966519130300071e+01,6.345043765856559048e+01
7.782587455596045345e+01,8.364966519130300071e+01,6.553833153673198808e+01
6.167005728040985701e+01,9.072033895885435584e+01,7.732377559139415268e+01
6.906580555432593371e+01,7.128719319354054562e+01,1.058427382765104596e+02
7.445928032776565431e+01,6.601461449313099195e+01,5.960205067425533088e+01
7.215127806455873838e+01,6.346937883490289778e+01,7.036689836372704576e+01
7.214189057872516742e+01,6.503382242626921084e+01,6.994547466665271429e+01
7.496878206962388447e+01,6.734614815377469199e+01,9.320991666322271385e+01
7.572999573446844579e+01,1.324036035403761673e+02,6.079466568654374470e+01
1.042555391981580897e+02,1.283490144950934280e+02,6.978261399507803731e+01
6.967937616970793613e+01,1.262414518817215594e+02,7.928237189237648863e+01
6.409575829974322403e+01,1.300901987528599477e+02,8.409437157483958458e+01
7.263577671554598680e+01,8.604824575978229007e+01,6.835953826181307136e+01
8.098458188018514647e+01,7.841014023640363462e+01,9.696729402596884029e+01
8.599395583206742799e+01,7.180678443085088247e+01,9.756509803466465769e+01
9.864634347972265971e+01,8.458563795313388312e+01,6.631291373803573208e+01
8.560364758509626881e+01,7.415849661889861011e+01,7.877931689067010268e+01
9.508728471309559893e+01,8.957517881758229805e+01,7.310032047083782913e+01
8.060152558633767228e+01,9.302254677106112979e+01,6.617018907481849510e+01
7.364624557267683258e+01,8.772796539487616485e+01,8.183777041062997171e+01
8.141730960958983587e+01,8.831801460586110863e+01,7.758598706048384486e+01
9.178030223552570988e+01,7.714233006658577096e+01,8.127328816737609429e+01
7.016506665663402487e+01,8.952065032487399776e+01,8.532513796337545386e+01
7.357837980355455443e+01,8.443176506265760395e+01,1.253501843889907406e+02
6.524299244529132125e+01,8.754957337074736756e+01,9.092036468946363925e+01
9.812603844455723845e+01,9.644385698834364007e+01,1.006721141222375024e+02
8.458757472888942175e+01,7.349497128587270822e+01,7.715880454192136995e+01
5.968144648283958986e+01,9.391485401916467879e+01,8.401916136297224114e+01
1.022559477921676034e+02,9.211836058270058913e+01,8.078655306308205297e+01
7.732438502851950091e+01,7.964578929128786910e+01,7.804655495906807516e+01
7.673271987838987229e+01,6.571821830550783261e+01,6.251670452093704000e+01
1.000070159874650670e+02,7.081191089846939235e+01,7.171802898348965982e+01
8.468053304326568309e+01,7.081191089846939235e+01,7.104820442543535819e+01
6.099880698363279663e+01,6.744507836668896061e+01,6.552464305381752752e+01
7.170707368817640770e+01,6.809788671147022399e+01,8.712842511012073032e+01
6.423058798779051415e+01,7.353146697683406785e+01,7.642913332162703455e+01
7.733116408715059720e+01,1.054827672340399261e+02,6.847699443630276050e+01
6.684410177316568991e+01,6.997187464646252408e+01,7.160974572330523813e+01
8.414170663507574943e+01,8.484214801539252448e+01,6.420203157644775160e+01
7.520428436804886019e+01,8.635157984686767918e+01,6.642319612947763119e+01
6.648502993232618508e+01,9.403428082117012821e+01,7.691098857041292547e+01
7.466677660694308827e+01,9.490979927315243003e+01,7.005837853315166797e+01
6.575701373721335585e+01,1.054407911318043602e+02,7.517816295913368663e+01
6.824147752684234547e+01,7.634678859884967039e+01,1.299632668151200789e+02
8.267768129163879109e+01,6.797495299065464280e+01,7.273574313032271732e+01
6.253951315012379553e+01,7.089479475386907836e+01,6.500769220948666316e+01
8.583421063839335829e+01,8.105009463637517797e+01,1.010176809707378425e+02
8.113978196577494373e+01,8.356299180791516790e+01,6.603594430193784603e+01
6.314660548353467817e+01,7.765463670296352916e+01,7.611417851779789601e+01
5.964152413805361874e+01,6.615838725494822370e+01,1.040588833247781793e+02
7.265065271041248707e+01,1.105237691334494912e+02,6.624144783481361287e+01
7.748881341387264854e+01,1.033052628922729923e+02,7.876895197668966375e+01
7.858929218821400298e+01,1.090498147253120891e+02,9.086543445484232961e+01
7.237443311454757122e+01,1.137475400455149384e+02,6.590158604557277044e+01
6.966698370907153048e+01,7.934677748923900253e+01,6.279997398353128801e+01
1.174619310861671977e+02,7.086588902427993730e+01,6.354985170005054584e+01
8.643939255952776080e+01,7.040238987412955396e+01,7.591878506852977182e+01
6.552175309692033522e+01,7.192195848508269762e+01,9.946012166048156189e+01
7.695577206348372101e+01,7.609977719405375751e+01,7.615689841400326543e+01
7.658694925542155829e+01,7.569920391600510357e+01,8.024429516230617310e+01
8.457389700696305113e+01,9.156632464506820668e+01,8.382304940441927954e+01
6.922394238186421944e+01,7.467904009183693859e+01,7.389067690901732988e+01
1.147036145195528860e+02,1.057141128569494128e+02,5.651320474012018735e+01
7.616802662521762102e+01,8.340088780132231250e+01,6.626656052209094128e+01
7.224563121551869926e+01,1.030739732814343057e+02,6.100065152045895189e+01
1.013775922933909897e+02,9.986089447642315520e+01,6.989127888767697527e+01
1.117725354446920392e+02,1.044686229006139371e+02,6.860563181027541191e+01
7.989161778982226281e+01,1.055999370605249226e+02,8.539466911939095439e+01
8.455630956903655715e+01,8.648082352605489120e+01,8.590839762434194427e+01
1.091322594717006638e+02,7.033971481484235255e+01,8.455654871331284994e+01
7.571574140244732121e+01,7.120728612445333283e+01,6.991592453978975641e+01
6.806003356749911859e+01,7.344373681110917573e+01,7.342263947520608269e+01
6.900718931565953085e+01,8.245887820855575967e+01,6.611573278595693637e+01
6.654207143689882287e+01,1.127726166122114506e+02,5.734481761269292122e+01
8.095164924412377161e+01,1.120588537058555971e+02,5.836790471721034379e+01
1.027960916220532965e+02,1.130392599550427946e+02,7.676529653257789221e+01
8.247274572134207915e+01,8.617464742987797877e+01,6.369033729555130208e+01
7.127959003218020939e+01,8.652206777816128636e+01,6.909819942763159872e+01
6.991132053133692636e+01,8.293083584754289461e+01,1.015075981621126004e+02
6.951882584795365005e+01,8.297338967492972017e+01,7.051380148935086822e+01
7.460689536518709986e+01,7.874538669975464700e+01,6.759362331022890658e+01
1.243330266640878818e+02,9.906612566379858720e+01,8.383680432847788211e+01
6.290781450993544865e+01,9.538526124839000886e+01,6.942953578221673183e+01
9.530113576587284285e+01,7.947936778731374829e+01,7.780953181544528263e+01
7.135796433484803458e+01,7.466557940198595134e+01,1.067149024500044163e+02
8.618487682754941659e+01,6.504640153525123480e+01,6.619905629717192141e+01
6.741345549073407994e+01,6.726329690668251260e+01,7.973806918555722234e+01
6.986960255278906118e+01,7.978164456229484358e+01,8.100065750543919307e+01
7.666073754770613391e+01,7.175538349619309031e+01,1.018082917329479216e+02
8.166169488971607393e+01,7.695864122260186946e+01,7.884354347368741855e+01
8.089692476027475720e+01,9.137122760687960010e+01,8.051405740759908269e+01
7.772399190762405397e+01,8.784733730828830289e+01,8.485427072053083464e+01
8.224991567747773047e+01,7.137842431649946207e+01,7.725348296218712107e+01
7.923528844614000377e+01,6.692578505585518656e+01,9.089485662769925511e+01
7.450124606543259631e+01,6.916050922406928692e+01,8.081368519279263296e+01
6.951294176681540193e+01,6.624246196029974953e+01,7.061144162485705067e+01
9.125784664398625523e+01,8.258327690530019538e+01,8.227054411513579169e+01
7.175472343684674570e+01,7.300568547845631429e+01,7.620783926470626568e+01
7.840593391139624657e+01,7.214843127568872205e+01,6.267159131164334696e+01
9.021775121063913616e+01,6.145141795361549697e+01,7.434011233986893785e+01
7.118092284191747865e+01,6.523597451305461448e+01,6.744134726630448995e+01
8.108396004235603982e+01,7.476470576995757256e+01,8.698698130893474456e+01
7.236199831092521606e+01,1.334935502732179486e+02,7.639998725024722148e+01
1.452686705082419394e+02,1.232370223943454590e+02,6.504478408809447387e+01
7.634077568823902027e+01,1.316431546804395225e+02,7.814594555662307584e+01
6.939883015727397719e+01,9.085775902783558422e+01,6.517749254428130712e+01
1.636070869776767722e+02,8.806563083117333690e+01,6.707656856489630570e+01
9.918612406652994196e+01,8.439903340729992465e+01,6.368322432068647032e+01
7.832795542415591683e+01,7.673099786666269040e+01,7.680244973821470467e+01
7.811098561656397976e+01,7.839133706274753877e+01,6.593712661453916724e+01
5.910390349183422387e+01,8.666976412192526880e+01,7.172012583500939797e+01
8.152427653399270469e+01,8.646229507298119188e+01,8.113263943090825592e+01
5.887680147601196978e+01,1.047199284535424368e+02,9.865972108890225911e+01
8.325987529173326607e+01,9.637982494356809582e+01,7.198262515692496777e+01
6.614119015317871231e+01,6.931415699552320575e+01,6.915810583099131748e+01
5.894831640986193833e+01,8.459789184658120575e+01,7.265470940857852611e+01
8.503698383356403667e+01,7.010362460492369507e+01,1.063454004711872329e+02
6.565477390143239234e+01,7.037106880919580476e+01,6.780550636256222674e+01
7.275792576555920732e+01,7.353487632968895582e+01,6.029695722918921064e+01
8.518538616995989798e+01,6.361149352000666113e+01,8.341592018042859991e+01
6.682203435490006882e+01,6.533452098923750384e+01,6.500445111145232602e+01
7.409258043279996286e+01,1.055206572232899589e+02,6.612438281743999369e+01
6.588251781041810773e+01,7.948816296884217536e+01,7.469081737242281349e+01
1.024681014350133808e+02,7.139235653498084844e+01,6.629454402964825022e+01
6.516110301397077365e+01,7.076556769245475209e+01,8.394015418263246886e+01
7.064722698632955655e+01,8.473209696216204634e+01,5.411662475201972455e+01
6.607313705852615726e+01,8.675311794674351518e+01,6.308918470370871745e+01
6.757284962177587317e+01,7.947757116729751203e+01,5.540745097089100568e+01
9.088043178407322387e+01,1.198166719018330184e+02,1.460188420836720127e+02
7.495242287254737334e+01,8.868586893284889072e+01,6.377488231281279241e+01
7.978271361269483464e+01,7.979110758791141222e+01,5.897503316889631009e+01
6.973314148601852480e+01,7.291121714300751933e+01,6.763447270172461856e+01
6.610459478208815653e+01,1.142295131805625346e+02,7.594591659292373720e+01
9.375177422108612291e+01,6.522637304542777770e+01,8.940970357781451128e+01
8.010128736727602927e+01,6.733554821413939351e+01,5.874933776116250783e+01
1.032295667978214908e+02,6.146648080984672902e+01,8.298771539191596958e+01
6.882452670404889261e+01,9.771166234956672270e+01,6.485233234469409069e+01
6.845226459723789958e+01,7.211621657796358420e+01,6.449278321020672422e+01
6.938787255919888253e+01,6.720929686165659689e+01,7.237004912599422823e+01
1.157452469742951706e+02,6.256143310838267979e+01,6.617986072404781339e+01
8.804726655390457779e+01,6.956112409028781940e+01,6.710794564890871072e+01
9.208978023002470081e+01,6.727472910338140366e+01,7.222504252566288585e+01
6.573186635702829506e+01,6.965008747652120746e+01,8.187146706614301195e+01
6.882654669308213613e+01,7.632954731098597279e+01,6.697071905339691966e+01
6.923911910469389852e+01,9.570152241098092816e+01,6.366336578029547866e+01
6.437540703950116949e+01,1.000768520670557535e+02,7.469402939865237556e+01
8.133570295400592443e+01,7.101755861510814327e+01,8.539729505784437436e+01
