H0_samples,flat_z_H0_samples,250kms_uncert_H0_samples
6.921565264989176569e+01,6.757132105938538302e+01,8.136705016898440590e+01
7.424876529620829047e+01,8.036837933964015690e+01,6.994750926088845233e+01
1.002069254898561184e+02,7.883258772672034809e+01,6.284721361073982138e+01
1.019441186412362299e+02,7.321276458508530993e+01,8.341335219621086594e+01
6.200305538728946431e+01,8.216775569792316958e+01,7.433493864381755145e+01
7.834490320293775767e+01,8.216775569792316958e+01,6.154838146634532592e+01
6.392705245208264841e+01,7.051661231855212009e+01,6.317411544381275945e+01
6.554071520549985053e+01,9.251688717819959606e+01,7.562276021426704631e+01
8.316617881344718910e+01,7.030565485889800925e+01,7.576677159611323020e+01
6.773144956830914509e+01,6.917297366286106808e+01,6.613440290113207709e+01
6.678118848841535282e+01,7.313854918757506596e+01,7.842892194568889863e+01
7.703738012745735375e+01,8.147794730055552748e+01,7.732947818427773257e+01
6.904613401513988435e+01,6.893480437173597863e+01,7.220918838930043648e+01
8.920589027810301275e+01,8.383062511464116540e+01,7.671480618039602462e+01
8.100141220460071168e+01,9.301098656372280971e+01,7.982624543624223179e+01
6.448354782889860815e+01,9.418590809220933124e+01,8.148716104042431141e+01
7.663142625338699077e+01,8.490852408020053588e+01,9.996042875677756001e+01
7.335731511251269410e+01,8.944895917397320773e+01,1.513055902149949929e+02
7.076634073662573599e+01,8.533362862522665182e+01,8.533739577706604962e+01
6.343238920935129244e+01,7.092585712692184075e+01,9.861179358554188923e+01
6.741410697092989324e+01,9.680576692938690542e+01,7.380452514480343496e+01
7.135983015189071921e+01,9.329043398978976143e+01,1.085159706206351586e+02
1.081856700346420723e+02,9.086600258735006719e+01,7.592906657525544745e+01
9.345379684970193068e+01,9.218725579395155023e+01,6.659260768010099696e+01
9.167896050004023323e+01,9.098196822941278583e+01,7.878384564069351370e+01
7.767200108600506780e+01,1.200446750511753606e+02,1.145885170526298396e+02
9.187264238549245476e+01,6.585367253369469154e+01,7.438273054384558236e+01
8.008336660091114823e+01,7.032312139306206689e+01,6.257065062965789082e+01
7.312987684614692796e+01,6.805016936823514584e+01,7.557321732602720488e+01
6.959622895990480629e+01,7.197586562828405476e+01,6.038111357862407402e+01
8.209236348333919864e+01,7.738541689966784531e+01,5.969268661049606095e+01
7.417885289413770522e+01,1.021660087931348357e+02,7.331555786632027605e+01
8.095650860765940138e+01,1.049216662914226816e+02,5.510656253053994647e+01
7.554530247952496325e+01,6.945173022202718016e+01,5.428612215950565911e+01
6.834018771422894645e+01,9.322917708305632800e+01,7.189704027160715327e+01
7.465742346074634384e+01,9.004452852600309143e+01,6.072000512597982436e+01
7.595190224968953885e+01,8.730403682235950669e+01,8.052706841104681246e+01
7.575230461039453189e+01,8.558684789283367422e+01,9.644362661367989631e+01
1.074808530681627303e+02,6.492372023367920519e+01,7.493956146077148617e+01
8.456516670915230804e+01,6.998647934746615817e+01,7.574965467170518707e+01
6.793571160644439999e+01,7.921040623975834194e+01,8.680851383960541057e+01
7.626958764641668154e+01,8.280111177630098496e+01,6.619657909821951591e+01
8.836964796230722641e+01,7.413890883004481225e+01,6.272786603742881084e+01
8.527621094242554989e+01,8.279884326466509492e+01,6.290912366115764343e+01
7.470829674680855703e+01,6.631823081756674299e+01,7.403078526396704717e+01
7.108362894068139326e+01,6.823547859088608902e+01,5.688094314190574607e+01
9.562471590890314133e+01,6.477367634468353685e+01,6.379143692153523659e+01
8.206160558306504527e+01,6.388217245157018453e+01,7.070366706804598778e+01
6.415590877720019591e+01,6.861560250492082957e+01,7.157243651205924095e+01
6.769594789348799679e+01,8.599549517106264318e+01,8.017457512569997391e+01
7.131530494699406120e+01,8.905739912812420300e+01,9.007819164306536663e+01
6.034879421516942699e+01,7.399554560982907958e+01,7.061575971569779142e+01
7.690312234389553225e+01,7.656905208043629329e+01,1.117691480924734577e+02
6.631060622182739905e+01,6.915449868941095701e+01,8.162042587731721710e+01
7.987901674705972255e+01,8.140285317632482531e+01,6.776866161637151720e+01
6.628658821129488388e+01,7.567436468949910022e+01,6.187438088960858096e+01
8.330114378380072537e+01,7.047222800193678438e+01,7.057580955510186982e+01
8.084651331927560136e+01,8.506561658521732738e+01,7.303334299901156612e+01
9.304421489158765723e+01,8.368786464038973349e+01,9.038743649351511067e+01
7.321659336190231215e+01,1.024449925705400091e+02,8.793795271430015248e+01
7.049645470000237424e+01,1.064031629886448940e+02,8.140968710742693304e+01
6.410007025852006279e+01,1.030452097936043714e+02,8.503334763213300107e+01
6.638640509888934105e+01,1.018731413594942126e+02,6.492687763479418095e+01
9.351289653366656296e+01,9.901387844836111185e+01,8.548442956021173700e+01
7.244790798148710564e+01,9.405846156738826380e+01,6.996897068456210889e+01
7.669188981160080232e+01,9.646393589181026584e+01,9.856568957933535557e+01
6.540249068203664251e+01,9.646393589181026584e+01,7.551985237371243898e+01
8.753194827270766609e+01,9.908539979279146337e+01,6.781742715254635812e+01
7.377949201347585984e+01,9.908539979279146337e+01,8.491389026290062247e+01
7.575182634298047901e+01,9.599794893370111026e+01,8.224444950979558655e+01
5.925788729242694330e+01,1.048780842731447080e+02,6.854186145598342250e+01
6.389641829760974900e+01,7.035312822592054260e+01,7.909023675228456796e+01
7.088488858350160626e+01,8.642700235509920503e+01,7.455778866347387179e+01
6.104551793076396393e+01,9.187068061799560326e+01,7.316216059819439010e+01
6.762770390926775121e+01,6.868669144007152738e+01,8.578306322385654425e+01
6.803265713765692624e+01,7.732784455546300251e+01,8.181823807126176007e+01
1.183991288886893898e+02,6.965279928163541001e+01,1.012132436437317153e+02
7.076509050503672427e+01,6.443881508443257644e+01,7.375080609565924306e+01
1.216461449451254424e+02,9.431426536877205535e+01,7.781163003062239625e+01
7.197440026439743122e+01,8.170456713565013729e+01,7.244264122974360021e+01
8.808794608689785832e+01,8.207359087593611946e+01,9.230126331292611042e+01
6.505163036050468861e+01,6.139100549244272287e+01,8.078928341542334124e+01
6.414703860767849619e+01,6.939421896892964980e+01,7.687444809806086710e+01
6.964659050949565255e+01,7.696159000401966921e+01,6.460738483218055705e+01
7.480731479483603152e+01,7.658334782156842380e+01,6.788870743229779237e+01
6.955515082522933312e+01,9.334598853314798816e+01,7.638474076526401291e+01
8.268450152185106106e+01,8.292943494977205887e+01,6.497900536992575837e+01
7.519598586002541651e+01,5.960133309270258906e+01,8.232518484720540641e+01
6.996925259663416341e+01,6.850937099153361487e+01,1.040855406842436963e+02
6.639645088719944965e+01,8.033357120686955000e+01,1.267367349735362296e+02
7.069694049756468246e+01,7.437508341213839458e+01,9.265038441974485295e+01
6.516974648859648767e+01,8.244816054338767231e+01,7.685530280891070731e+01
6.860992205759109197e+01,8.244816054338767231e+01,6.765893635878501300e+01
6.018432054456570768e+01,6.839434852330822423e+01,7.375237259722356953e+01
7.458874542020437559e+01,8.141341767465885937e+01,1.163787715621026848e+02
6.645362464822891013e+01,8.141341767465885937e+01,7.076593776764866561e+01
7.609350247660296418e+01,8.699744162333686859e+01,7.381271489009886011e+01
8.330396927014312780e+01,9.203346025889842963e+01,6.396945633444346413e+01
6.397759825996800487e+01,7.986317246489318222e+01,6.393765950919654983e+01
6.726359780316150250e+01,7.609679229869364292e+01,1.039433296687035124e+02
6.856890716631139071e+01,6.691613187632471238e+01,1.045858885831662946e+02
8.834781576306916406e+01,8.499152569525658407e+01,8.056746479213867929e+01
7.754220353517807496e+01,7.063169382199858148e+01,6.783889998383335751e+01
7.185996801727837635e+01,6.592556210008963546e+01,6.765458671556707770e+01
9.521154104774831239e+01,6.880021582880392828e+01,7.854956935099797022e+01
9.499915279588520889e+01,7.325720579662657883e+01,7.146934400260990117e+01
6.860923484732741429e+01,7.325720579662657883e+01,7.098666141602036816e+01
6.514520868410801313e+01,9.083043641106510790e+01,7.718445114135072060e+01
7.487323350741411332e+01,8.383613176901815223e+01,6.697811744811056656e+01
8.110792274802243185e+01,7.309295662387854975e+01,1.217683364808529092e+02
9.092124478920523245e+01,8.783275031723920279e+01,8.742262447130384828e+01
1.053984924508006316e+02,8.210558349243413545e+01,9.786315860078902062e+01
7.815148249168670702e+01,6.050186835253640538e+01,7.728994370283459148e+01
8.095571593755435913e+01,6.466608552472071381e+01,8.393170257973226001e+01
1.023508616030751170e+02,8.853608434583519227e+01,5.773343613579258715e+01
1.027644540132607318e+02,9.015903682818212417e+01,6.263059873042943337e+01
7.272410083367370248e+01,9.031943227505156813e+01,7.712176456320767670e+01
7.127547112177985866e+01,8.368042042967665850e+01,8.438137409564713209e+01
6.594414122003500722e+01,9.568377430053479316e+01,8.606686057216933250e+01
6.865546174189377382e+01,6.285269066546447903e+01,6.932021721600166586e+01
7.139972651483655852e+01,6.542157428288041388e+01,6.928442037271607035e+01
7.219994425502146385e+01,1.401224171285213345e+02,6.988289499216493539e+01
5.626693383569559614e+01,1.402487521146160532e+02,7.051590221334475928e+01
7.492743385610660312e+01,7.512288564903745680e+01,7.623870824971869808e+01
7.400129888065102080e+01,7.164821209445121042e+01,6.277992150579159158e+01
9.101691723611423868e+01,7.018513073706090211e+01,7.909813969886475604e+01
7.154887531103662468e+01,7.375236233093488636e+01,7.325465607181337191e+01
6.412119331736730032e+01,7.555709948685790778e+01,6.569847531243436833e+01
1.036591044431753943e+02,6.789789156728997455e+01,6.225273402206927642e+01
9.279061853573001883e+01,7.858160966190729368e+01,6.987034739065525457e+01
7.494338819020838116e+01,8.294096743755987688e+01,9.110148866686465396e+01
6.546432680706031704e+01,8.117630721465749843e+01,7.204131715181863171e+01
6.326607961323279739e+01,7.286884859540333537e+01,7.553885562600645187e+01
6.416721838899903219e+01,6.926035204837290848e+01,7.392514953581444104e+01
6.991110122132756999e+01,6.480517949065813355e+01,7.956432638666603907e+01
5.789639662908970053e+01,6.848601075559163576e+01,6.859470016256540248e+01
5.829364049555039884e+01,9.160726317396235174e+01,9.234377027699100893e+01
5.781158333103935121e+01,1.241895945655638087e+02,7.702473386197100069e+01
6.306524796402439392e+01,1.194080922827929214e+02,8.392642061913598184e+01
7.802095489962111685e+01,1.227872441635287686e+02,1.252369411481002430e+02
6.194784450796077380e+01,1.237585305721269293e+02,7.250440001410116508e+01
9.297679221368059643e+01,8.541576713371505036e+01,6.517112164035074784e+01
6.859160757397620500e+01,9.181905021831722991e+01,6.405248134071408117e+01
6.122960043017806697e+01,8.068052666684187102e+01,7.821448069667344782e+01
6.532638662455454437e+01,8.387746293548799770e+01,7.000768628516388503e+01
8.229189810086118939e+01,7.836002916478868485e+01,7.021149587147820625e+01
8.042178052138031319e+01,8.756240477510615960e+01,9.272472783828315812e+01
7.257167791708570803e+01,6.705295862620214109e+01,6.212733949377095399e+01
1.026438045187954771e+02,6.874323530384133107e+01,1.578609863433667897e+02
6.935700831741229422e+01,6.962548549689296351e+01,8.160364976972954310e+01
1.451848026089581651e+02,7.146051435731730805e+01,7.123891207144586701e+01
6.675994748580802707e+01,7.232792683324323946e+01,7.433756628058945637e+01
7.893250059805097862e+01,1.154906938335930988e+02,8.591292696802136675e+01
1.017562481806509282e+02,1.117438507129207892e+02,8.607627218177644579e+01
7.483977753902944130e+01,8.104990947205723728e+01,6.970596958255195830e+01
7.757649097048417275e+01,7.329929643579870913e+01,6.815180296756531675e+01
1.115089842624311700e+02,6.974610790727633969e+01,6.849753489259397554e+01
6.157270707920986297e+01,6.906224187432890460e+01,7.737473500041062380e+01
6.774460441379639519e+01,7.575616542878350401e+01,1.516302820066636343e+02
8.298180259132612946e+01,1.012383116671824723e+02,6.813129639908191848e+01
7.488578736794126200e+01,1.103571677720449884e+02,1.024734037073803421e+02
6.966189821498861079e+01,1.132375970462938568e+02,7.397125190835666331e+01
7.584248095602298179e+01,9.198506534829182613e+01,6.202601013803892727e+01
8.213994736804951913e+01,8.659167361559812548e+01,6.514765339466349303e+01
7.694229695743723596e+01,7.305314441431595185e+01,7.902624311065873997e+01
6.470237168232166880e+01,7.140698047616010058e+01,6.852864883190538592e+01
6.861019944153312622e+01,7.483029475907365224e+01,5.959313963001985570e+01
7.923234771991391767e+01,7.390455081912161006e+01,8.298735521664542603e+01
8.637414135152559425e+01,8.346571273138653169e+01,6.833580245460211700e+01
7.655052263438328453e+01,9.093598067846853894e+01,6.255431365790146003e+01
9.986494222513404395e+01,6.459833378293326689e+01,1.003676908296632746e+02
6.616129801704606450e+01,7.785939072962671048e+01,7.055836068434867059e+01
7.197861458042051197e+01,6.645009639407884094e+01,6.447097139697653745e+01
6.678932727977796446e+01,7.741397548193420164e+01,7.283473334758609496e+01
6.957705600368628041e+01,1.002215279319017895e+02,7.523074989655593470e+01
6.119706274799867884e+01,1.040648731050298892e+02,8.225656702357260031e+01
9.250326958964475921e+01,7.048317033461337644e+01,6.413399359959329615e+01
7.886989216664390767e+01,6.798574403382455955e+01,7.958669975909511152e+01
6.591907768611352481e+01,6.565359445501721325e+01,7.071702364328309898e+01
8.037904160395514452e+01,8.600080741841620124e+01,1.004304192459482152e+02
9.079337812994539547e+01,8.469989741521438020e+01,6.372161023590098239e+01
1.068767263652214012e+02,7.580382180385869617e+01,6.886348126088604715e+01
7.967375441405972936e+01,7.843695068835181416e+01,7.012082877218071530e+01
6.856864305990282560e+01,7.765284159426474275e+01,9.159571197886474181e+01
1.036592976443636758e+02,6.003200602414747777e+01,8.798754591494061117e+01
6.836498233155921866e+01,6.217309256681183882e+01,6.915365282985663953e+01
1.003267885766325662e+02,6.937923187649157342e+01,6.852416427402664567e+01
6.433737786402954839e+01,8.459047187398633127e+01,8.803030068423804266e+01
8.635290160633819312e+01,7.358469176396961586e+01,6.491432397049085523e+01
7.027479312261024802e+01,7.800433400677560769e+01,5.963770977107828486e+01
7.797987641017201099e+01,1.566957824192017483e+02,7.307933844117320632e+01
7.728794223792446871e+01,1.521680975025111593e+02,6.724075720844280113e+01
6.562356194062802217e+01,1.609565303543901109e+02,6.192134219157323827e+01
1.599546166388228130e+02,1.621560419181828081e+02,8.461199741466444380e+01
6.470933551457591193e+01,1.600709066277384238e+02,7.809565428345632654e+01
6.911431148842359562e+01,1.685827581721350157e+02,6.884085056800907410e+01
1.049263112937043303e+02,1.634282748125553155e+02,1.170670072505944717e+02
6.957862004852961491e+01,1.656910263420075466e+02,1.096778860899308370e+02
7.570889710249839766e+01,1.642238921008900547e+02,7.547919604200856725e+01
6.266009917253107631e+01,1.625137211089657114e+02,7.512434183284862854e+01
9.802384622151214444e+01,1.660785213131629519e+02,7.285058783688077710e+01
7.013305487441564878e+01,1.596814691264581541e+02,7.703758715547542124e+01
8.249296994205597855e+01,1.541785488861659701e+02,9.520898313779835576e+01
9.033101138852407530e+01,1.641043042445807600e+02,6.443581538289205923e+01
8.043585600777959144e+01,8.786575883095957806e+01,8.199152135409129016e+01
6.771649121520243853e+01,8.801212207731479964e+01,7.237478855494904906e+01
6.374484094688141056e+01,6.943321018877115591e+01,7.070560183788174413e+01
6.396182505967652077e+01,7.957992174347302239e+01,6.064858607963864756e+01
1.100624651362244038e+02,1.105182256740529567e+02,6.730003709413605861e+01
7.773475724677687992e+01,6.833849649736822585e+01,6.993629574443244223e+01
6.772128241855385511e+01,9.064508242408240335e+01,7.397376888072928125e+01
6.246766051624784666e+01,8.071988860596995607e+01,8.785897133792600755e+01
7.229004623164239263e+01,7.111445286688454814e+01,8.399708931494330955e+01
6.347027549273786917e+01,1.011634050422230615e+02,7.756721654470665328e+01
6.536736883057027114e+01,1.095825043476745435e+02,9.010383700771946280e+01
8.555545451840906424e+01,9.900353389405012194e+01,8.758343138267436245e+01
6.705491746558287502e+01,1.019424645444292565e+02,7.678096303272813827e+01
6.512384756398533625e+01,1.047135247032624221e+02,8.203903498634639391e+01
7.204566184964977538e+01,9.902877879170871722e+01,9.208678479767881697e+01
6.763744014401892457e+01,8.691206607573165854e+01,7.881721078441154305e+01
8.711851393697038759e+01,6.900602443071278458e+01,8.410958883371155537e+01
7.842800111448106293e+01,6.638224188862430708e+01,7.897851258817567555e+01
6.688358182205794833e+01,6.514720264418588158e+01,6.753649224275991969e+01
1.103475143319803777e+02,1.335023209045601220e+02,9.772684553498137916e+01
6.894347254591507124e+01,1.280947211978258622e+02,6.444695436218012219e+01
6.749604133573704701e+01,7.054473689107577172e+01,6.395843056487429124e+01
7.060390770770710844e+01,7.836330545638124079e+01,7.012509568070916544e+01
7.672625518616591478e+01,8.081264417176168990e+01,7.025311599301613796e+01
9.459913407845945699e+01,7.835999927442732371e+01,7.301978775368719710e+01
8.234780139176001512e+01,8.174975123391644161e+01,6.099970118717928358e+01
6.731745194771613683e+01,9.101129022170528060e+01,9.351492096461269909e+01
1.016504189117771091e+02,9.525102964716850806e+01,1.008129362680673040e+02
6.651573034101905080e+01,7.349991360014404052e+01,6.533623505345627791e+01
7.430491256297648306e+01,6.998524014098479995e+01,8.026615471925565259e+01
8.035442444625213909e+01,7.111227077198799407e+01,1.090390548991892246e+02
7.361061942194031360e+01,6.432721160942196548e+01,6.372559188443062794e+01
7.321776435378235703e+01,7.971199837321532300e+01,1.117139502056319316e+02
7.008107249211985845e+01,7.017115042158943083e+01,6.627082391920521331e+01
6.602940720173712918e+01,7.553245749674330511e+01,7.075097700492250397e+01
6.280688182775544703e+01,7.247258297863267273e+01,6.697682352107901238e+01
6.134289377748785199e+01,6.808446301656840660e+01,6.659832272734648484e+01
9.081550964096118150e+01,6.314461331351991902e+01,7.002301492063695321e+01
6.324988789009659484e+01,8.015972817823984542e+01,7.138137878681254733e+01
7.083068074946932313e+01,9.278719389836820142e+01,6.699676006699658615e+01
8.709759055205904588e+01,7.723564881821995698e+01,1.032767501460000261e+02
6.212544758065808281e+01,6.761868244258882044e+01,7.601832959779676457e+01
1.032381976667249575e+02,9.079714453398202068e+01,7.303698602777043902e+01
9.016483609590031278e+01,9.143272739135450422e+01,7.135302629792474249e+01
7.020550663811155800e+01,9.525705127432442509e+01,7.810654284174151485e+01
6.342968728462475525e+01,9.374883715735144563e+01,1.131574501407984172e+02
6.418867095363174258e+01,9.546483498794819411e+01,6.435730723734448588e+01
5.949160586873419732e+01,1.630293411851597796e+02,6.980294533872009310e+01
6.573240439625728015e+01,1.539012098653539340e+02,6.603702049628341797e+01
8.009942192130608873e+01,1.539012098653539340e+02,6.691016918607765263e+01
6.899962492735498643e+01,1.430486821797254322e+02,7.912457937887107562e+01
7.325140151883806539e+01,1.482964129480786539e+02,7.141243456752378904e+01
7.453299457244114024e+01,1.546697953709241347e+02,6.960025066769752300e+01
1.029991483751162775e+02,1.479889291598859700e+02,6.939810991602242041e+01
6.697588257436792958e+01,1.449186544046168876e+02,6.406299780381695541e+01
7.367213279675746662e+01,1.476841079126783143e+02,6.540613688013361582e+01
7.321522424022774089e+01,1.499059546621009531e+02,6.590840835071712434e+01
7.197249231107251433e+01,1.639879253816990570e+02,6.442030405293643014e+01
6.083318805986309030e+01,1.620030349192948336e+02,6.461198328528124080e+01
6.358979221158609363e+01,1.581340893495211049e+02,1.311133053687821359e+02
1.008110621091871764e+02,1.533777320718975261e+02,1.007579712984655771e+02
6.297845395967910065e+01,1.556258699455120791e+02,6.987399510024533811e+01
1.028680977768746203e+02,1.552084056314801046e+02,8.172194731723527639e+01
6.906850415145045474e+01,1.455340605054377079e+02,7.872356324026796415e+01
8.081256831100876070e+01,1.508397959331763047e+02,6.779537609022949596e+01
1.176861552159175091e+02,1.529694261759655944e+02,8.618788560508606622e+01
7.083061187032828343e+01,1.556784041285226010e+02,6.405230856550306839e+01
8.314442290147296433e+01,1.538125480603803794e+02,6.402486286968830598e+01
5.784384262879665073e+01,1.460306882525868559e+02,6.923396230906355697e+01
7.106503589766911944e+01,6.679496221689545621e+01,7.700066403153738293e+01
7.549037017032989638e+01,7.172926575893461631e+01,7.497246122163515736e+01
1.445746584712980223e+02,9.725378497824380020e+01,1.146998911579767935e+02
6.488487029882929846e+01,9.725378497824380020e+01,6.999639784368397954e+01
8.809292460059737095e+01,1.039943282927661130e+02,7.838697268929789175e+01
7.614765314410733765e+01,1.100333252964981909e+02,7.181190393882499734e+01
7.510704467735685341e+01,1.004940200741037302e+02,5.942973626818852750e+01
6.583264444146905703e+01,9.805977343215640474e+01,6.520803826583644991e+01
6.992848427930860566e+01,7.052555349242702221e+01,6.891820929714839394e+01
6.541979027799889934e+01,6.534681482139937714e+01,9.820953371314485025e+01
6.734745030995620141e+01,1.016969724882327171e+02,7.248404308731186063e+01
7.670330659101126969e+01,9.935285115517289967e+01,6.837885638591146176e+01
8.301265225371165002e+01,1.019280186839357043e+02,1.053237333031927108e+02
1.033119240294009273e+02,9.289734477061357154e+01,7.942635220743645164e+01
8.914720301441735728e+01,9.841383929363203720e+01,6.700388959021013591e+01
7.842177490512494842e+01,8.469528588000950720e+01,7.911529296138367329e+01
7.071269043244393515e+01,6.901712483917532381e+01,1.805075770161323305e+02
8.024004624466861912e+01,1.263934216136382247e+02,7.291677517238913708e+01
8.329167683685926704e+01,1.337553957577607662e+02,6.683960603636496955e+01
7.763750685166549204e+01,1.324755078743883985e+02,5.905692141962182262e+01
7.625236008192553072e+01,1.324755078743883985e+02,8.278470486482190438e+01
8.642983936291048508e+01,1.259624634933187082e+02,8.736323854717852555e+01
8.471987200653016714e+01,9.119190219553860288e+01,7.302272503879281373e+01
7.072837459321087294e+01,7.503780184010048515e+01,7.247554346131747138e+01
9.231528629703157662e+01,6.203515695954995124e+01,7.274434760565374347e+01
6.825770757766264296e+01,6.037788800826377411e+01,7.035816811466357024e+01
7.396784713800070676e+01,9.475051862847769257e+01,6.287121566751680746e+01
7.273396944272015219e+01,9.116521135854264912e+01,8.724570882012137929e+01
6.299659674441448942e+01,8.751934494319517910e+01,7.853423482581949600e+01
6.228722596546109713e+01,9.180406437622794158e+01,7.638537854452917486e+01
7.668311304946352891e+01,1.084605176361550321e+02,6.817436883930055558e+01
7.106548522073981644e+01,1.098496280505317060e+02,7.917730774562768659e+01
9.014946860011828278e+01,9.684149153359106776e+01,6.376732720827607892e+01
8.688001485713975569e+01,7.923254797909649483e+01,1.073361703132862175e+02
1.526356957782266477e+02,7.917433728308843399e+01,5.942851288880331850e+01
1.086498140614218215e+02,8.761710424356054716e+01,7.672914067377479341e+01
7.867111481847810239e+01,8.955011069216669739e+01,6.939084212726028511e+01
8.899446412367188941e+01,9.925336054976736477e+01,7.231513158543462794e+01
6.667861048431238657e+01,9.596770707646521714e+01,9.068950435021496048e+01
7.656221222152197470e+01,9.558476091978030809e+01,6.866739887647709395e+01
7.510576806016976548e+01,7.596191181103131385e+01,6.580296455368917918e+01
7.064803505226522873e+01,7.013869108361173232e+01,6.866014059838825290e+01
7.125834925395508890e+01,1.104084307779799872e+02,6.726656788177515978e+01
1.102346419889575486e+02,1.107094350475763491e+02,7.308243247597762604e+01
1.181259145830652386e+02,1.027787785304505093e+02,6.278955690324471561e+01
7.899702377428207001e+01,1.040244335835318026e+02,7.605711406069460168e+01
7.911803588782153440e+01,6.503071856037635712e+01,9.866706846048703028e+01
7.785563928839641790e+01,6.964964633785976389e+01,6.625868336962432181e+01
8.826496612675497033e+01,7.881801135675870285e+01,8.136334637104904743e+01
7.007573723004006183e+01,7.958333926810604453e+01,7.743580577454147829e+01
8.775491311996793797e+01,6.468541785716010395e+01,6.359326862966186411e+01
7.167963591321992567e+01,6.516590932962326121e+01,9.309478613970834715e+01
8.594250494289583742e+01,6.841460865794500990e+01,7.114093641191401218e+01
7.264921403684276413e+01,7.402689449389072252e+01,7.559795804691843557e+01
6.811622868098930894e+01,8.042987740762642090e+01,1.129779933196323753e+02
7.992604716108742480e+01,8.117842704602310278e+01,8.631425695530529651e+01
8.154257828749835824e+01,8.068154342558520398e+01,9.629747487983215137e+01
7.347055206521828552e+01,6.867398341865316524e+01,6.928594477733274459e+01
6.476146074337567882e+01,7.500108185613609635e+01,9.033048779765987035e+01
7.653597808040416339e+01,7.276107050359280493e+01,6.580831219164311108e+01
6.201488995691059358e+01,7.176553641435558006e+01,6.845168723650039055e+01
1.222419446356813495e+02,6.123422505941442751e+01,6.248533452504145913e+01
6.827670567390339329e+01,9.028242303327427010e+01,1.176124908751890530e+02
9.462350123864561624e+01,8.983444841848989881e+01,8.550838370535906563e+01
6.384192814537806271e+01,1.337008948209442565e+02,1.262689516005445682e+02
7.026335409255629827e+01,1.308148989098181119e+02,7.050052135236602169e+01
7.976383028737565439e+01,1.385048194509786015e+02,5.960061401560889749e+01
1.481667565415781667e+02,7.388306543873655130e+01,7.303729728884088956e+01
6.647243940002613272e+01,8.601389049564045308e+01,8.777289348736449881e+01
5.955188662626748197e+01,8.601389049564045308e+01,6.164597410066068761e+01
1.201152706609465355e+02,8.430052633446250354e+01,6.135066145223220246e+01
6.571341058043667260e+01,6.849486348659166879e+01,6.668794167500897174e+01
6.153484387085325125e+01,7.756307762949222706e+01,8.333189066845928039e+01
7.784724361570640383e+01,8.608384062509632884e+01,7.746841093960470914e+01
8.458609540754964939e+01,7.979625345665911595e+01,7.391974395189726010e+01
7.401693371372527963e+01,6.709931898011913631e+01,8.296228376492706502e+01
7.436068844629286900e+01,7.989161901909754704e+01,9.614663140369268035e+01
8.865943679352454865e+01,6.724686965018756268e+01,8.333551080723745486e+01
6.811247168551128084e+01,6.310773171188133546e+01,5.866389917053848535e+01
6.961761965753076709e+01,8.200529130262090405e+01,7.310134281332283024e+01
7.676448901238634903e+01,7.031576975067892477e+01,5.769647872127495702e+01
7.702884406252258032e+01,6.863578013213852103e+01,6.546288038792388875e+01
6.650637499207199710e+01,7.308067785835204688e+01,7.853834329171392881e+01
6.526619573878406300e+01,9.354483793006343717e+01,6.756435404964994973e+01
6.713453169535318921e+01,1.358966510422230272e+02,6.878293215543953920e+01
1.014392007947132015e+02,1.380642347007081980e+02,7.731023084677779877e+01
7.226759263449582704e+01,1.372405381845033219e+02,1.014230763845298924e+02
6.938574320479139601e+01,1.378111995150776181e+02,5.915970024164177232e+01
8.855640485198391332e+01,9.839376460944490077e+01,9.550335611527908952e+01
8.391173775049750816e+01,7.594971932802479841e+01,6.664902447207327896e+01
7.151697481529174638e+01,7.106856833780740601e+01,7.790686926780210797e+01
7.695179154085718665e+01,7.556489620908206462e+01,7.295675590606882110e+01
7.181496852007420273e+01,6.548887837212573970e+01,7.466932256371951837e+01
1.067247112527957853e+02,7.456398622459425951e+01,6.749691489543410228e+01
8.977047948545133238e+01,7.579289322931639106e+01,6.708078192389706373e+01
7.362414558268078224e+01,7.049171371252290896e+01,7.461692679986828125e+01
1.078817471718330125e+02,6.770467261401587677e+01,6.753779525011795215e+01
7.493994468550154409e+01,9.183214464547704381e+01,6.959313630974041587e+01
6.571590523276398699e+01,7.028626594510556913e+01,6.060503324231896016e+01
7.606566636046412100e+01,7.315309351391850612e+01,6.967816637359035781e+01
7.565293875941011947e+01,7.813971322030505462e+01,7.801737565077203840e+01
8.311549967032760833e+01,6.113929089478635603e+01,6.863489745792145413e+01
8.888029596174098401e+01,5.861601883617993991e+01,6.979734666782023567e+01
7.213374387729244575e+01,6.452008865111464786e+01,7.882528193841510245e+01
1.499825560047931674e+02,7.713637584062203700e+01,7.806780771666764451e+01
6.554870067856624871e+01,7.693759021724389413e+01,7.247406288450537204e+01
7.013770854276215516e+01,6.397031730048485798e+01,1.160107127336272868e+02
8.646394431511902212e+01,6.725844066473628402e+01,7.487612302853527524e+01
7.332392467919956403e+01,6.348785364209934556e+01,8.586550600015898738e+01
8.359523669771185439e+01,7.729557212177297743e+01,7.616856544033065290e+01
8.761307929322587995e+01,7.199287366818531098e+01,6.420420884038462361e+01
7.107515944941266639e+01,5.236581936889539435e+01,7.066465434565236592e+01
1.506253460315282666e+02,6.025085848001358357e+01,7.229946941322012322e+01
7.519087205802020435e+01,6.377297294905990555e+01,8.180239488164730233e+01
7.769120900809460295e+01,7.397818720666150227e+01,1.133573102346557135e+02
