cosiota_samples,planck_cosiota_samples,shoes_cosiota_samples
-3.526511107375139287e-01,-9.120502086901010053e-01,-9.970541191876159948e-01
-9.866412469613576874e-01,-9.304568803813030309e-01,-9.138065180403751597e-01
9.863358113271136762e-01,-9.242898826506878995e-01,-8.046666996079572254e-01
-8.611308150464072053e-01,-9.328544120183615007e-01,-9.763873695499428740e-01
-7.930423947481105573e-01,-9.489234682788172393e-01,-8.373958095802521706e-01
-6.931470518408859860e-01,-9.327583564417167850e-01,-8.236430567932406799e-01
-9.131617363886228578e-01,-9.209596303733662559e-01,-9.782367686356162606e-01
-3.220917028439063134e-01,-9.724818364385713343e-01,-9.830063803964990132e-01
-9.712238411194566989e-01,-9.008854350642562236e-01,-9.452620260205385483e-01
-8.892888613165924605e-01,-9.621487145198507340e-01,-8.789821720277855022e-01
-8.765432837508831954e-01,-9.644363703173096658e-01,-7.003554967430811740e-01
-7.367685242717405547e-01,-8.782751397446657560e-01,-9.535907225968639489e-01
-9.714233511257732712e-01,-9.872287975871123500e-01,-9.121590109131677560e-01
-8.729298152105858799e-01,-9.955556841091042219e-01,-9.693266799928168531e-01
-7.981706878602171651e-01,-9.804215286313503475e-01,-8.201882566588988288e-01
-7.877846901778837729e-01,-9.980482288215616338e-01,-8.301356876916461403e-01
-7.125715695418843865e-01,-9.772589915924811965e-01,-8.716034679518610551e-01
-6.684164563330320386e-01,-9.398213995015139988e-01,-9.488175118154675847e-01
-9.710092913647340174e-01,-9.655779190229312192e-01,-9.786504438961340924e-01
-6.749818964330118742e-01,-9.396417817164119946e-01,-8.946091787958753150e-01
-9.636406424370917989e-01,-9.628878305344271693e-01,-8.146495375562470276e-01
-9.199716570267536531e-01,-9.791739254336537801e-01,-9.105882526125167464e-01
-6.711568216224584882e-01,-8.752895081766693952e-01,-9.218672644993987086e-01
-9.798738250617202716e-01,-8.291511541867933044e-01,-9.793375327594882052e-01
-8.546103721845866863e-01,-9.933159168733177724e-01,-9.805875615665986533e-01
-9.333221263273964174e-01,-9.219534185667273007e-01,-7.478563337847010661e-01
-8.473225061097898747e-01,-9.677713061806345607e-01,-9.147495196985490074e-01
-5.293840488632564067e-01,-9.160174772264838561e-01,-9.375138011472117228e-01
-4.669027812195196137e-01,-9.765620735168365485e-01,-8.413497019128133303e-01
-7.320669625037329320e-01,-9.478237859916121000e-01,-8.723822982357773981e-01
-8.747676245774218540e-01,-9.964782216476022469e-01,-8.587616296100264446e-01
-9.691539209525018572e-01,-9.163167951541503209e-01,-9.877899654433434096e-01
-9.384913713841235294e-01,-9.228446514236756659e-01,-9.600464834105291168e-01
-9.920322110653414516e-01,-9.743808371830897652e-01,-9.104088798404741389e-01
-7.650263117805021773e-01,-9.063347978736848720e-01,-8.423245907231454721e-01
-8.678662042618535688e-01,-9.478083131589596366e-01,-9.799332311861141953e-01
-6.646808965912334166e-01,-9.167254873457506559e-01,-9.574315965216279034e-01
-9.641795920616786919e-01,-9.195040123669313559e-01,-8.974307211444823018e-01
-9.128820690270471605e-01,-9.601400107717079635e-01,-8.115691242418484608e-01
-8.243980998883377875e-01,-9.274952983199487022e-01,-7.831322309233428314e-01
-4.716580064985307907e-01,-8.509572777809468747e-01,-8.434431649009919152e-01
-9.753395734718045551e-01,-8.334269861228875698e-01,-8.868416292971104120e-01
-9.830122255446684942e-01,-9.697829708488937550e-01,-8.603320301251941027e-01
-6.844636871718833282e-01,-7.792611271184883837e-01,-9.058440925439877889e-01
-7.349536930467036600e-01,-9.487902702877921701e-01,-9.135479084619390067e-01
-9.648799273619564909e-01,-9.863281341067066110e-01,-8.749477419968174630e-01
-9.019703029892069956e-01,-8.363653863457813920e-01,-8.162148270029857544e-01
-5.066813895108811527e-01,-8.375058877053572770e-01,-8.988263316504808698e-01
-6.844237295937758425e-01,-9.373055532439498183e-01,-8.918988784889083643e-01
-6.601447077231747951e-01,-8.216444382480744268e-01,-9.449367765719574042e-01
-9.716321830566675422e-01,-9.595669901853700612e-01,-9.809992444867792205e-01
-9.657024247995696919e-01,-9.941292862566043498e-01,-8.131920590494408074e-01
-6.186369857415724427e-01,-9.889157843064947384e-01,-9.270383553605769933e-01
-8.955606227135223252e-01,-9.376127770525514160e-01,-9.424112532506225826e-01
-5.247243265752004060e-01,-9.869318806934025412e-01,-8.672987832542496944e-01
-9.293180952158585084e-01,-9.108051364865514810e-01,-9.583449338393784656e-01
-7.182748094319850729e-01,-9.073717507093204127e-01,-9.043230447686267937e-01
-7.036316697830328204e-01,-9.644213115770511324e-01,-9.459278740692756982e-01
-8.338942377817236684e-01,-8.845986070671009172e-01,-8.407783605617287215e-01
-8.456176388525133980e-01,-9.500312794631347035e-01,-9.112035014969677160e-01
-7.268113002567809788e-01,-9.361486490024085727e-01,-8.043518951029232644e-01
-9.288503451778205022e-01,-9.434861888281509401e-01,-9.156377905660065819e-01
-7.252132702487400495e-01,-9.694082886635090324e-01,-9.183305297648965970e-01
-6.334735605951503645e-01,-9.806347867196432144e-01,-7.701523479402427874e-01
-3.736303237614626571e-01,-9.582291937893029354e-01,-9.330678813242555547e-01
-9.371468798339511741e-01,-9.745700221299962163e-01,-7.399091805271896805e-01
-9.487331236424539904e-01,-8.269189418991230722e-01,-8.407523077465812733e-01
-5.810143816542668871e-01,-9.543845711558603950e-01,-8.478592540653567822e-01
-7.989671315029002185e-01,-8.446215885637327059e-01,-8.991710377831789724e-01
-5.739437656507825336e-01,-8.905845059006139985e-01,-8.716149085132015584e-01
-7.665810403626326375e-01,-9.249408926097750783e-01,-9.258119930787946927e-01
-5.952374922188716777e-01,-9.869568711433608366e-01,-9.225481210263506426e-01
-5.633389979079501675e-01,-8.670516049316832063e-01,-9.412462834239875287e-01
-9.908505924865008696e-01,-9.360537798575822022e-01,-8.824609924009603201e-01
-7.955546884132405072e-01,-9.918747359710587963e-01,-8.357596898967457610e-01
-5.038076401408311256e-01,-9.047311351973976734e-01,-8.157618033577387351e-01
-4.519183091531710494e-01,-7.880911473388118038e-01,-9.946911596349685691e-01
-7.798549303446238312e-01,-9.647864507205112794e-01,-9.766042720725299775e-01
-5.775754070772658455e-01,-9.911378801106022207e-01,-9.954596198998685308e-01
-8.078987985150809514e-01,-9.090945609467075972e-01,-8.325672916112909494e-01
-8.434771400060103730e-01,-9.131987526901566010e-01,-8.386492966467736787e-01
-9.204641876670170975e-01,-9.268450941076384897e-01,-9.291017682631554919e-01
-9.284887875962100079e-01,-9.401272821513235733e-01,-8.573633829420754804e-01
-9.812283658279625786e-01,-9.417796960987364630e-01,-9.596910364552866390e-01
-7.931403987659204624e-01,-8.934246712740275820e-01,-9.026780226214968783e-01
-6.611143707896813826e-01,-9.601960664682539504e-01,-8.780655544929281131e-01
-7.754900835696254546e-01,-9.932799562692278261e-01,-9.273434436264915703e-01
-7.851709873275865004e-01,-9.677294578662342106e-01,-8.352744820495033862e-01
-9.599585166343467257e-01,-9.750871425452237728e-01,-9.142810668407163055e-01
-8.074645168532716966e-01,-9.158615582580809100e-01,-9.971603115225808889e-01
-7.562108602121551115e-01,-9.889005664361995018e-01,-9.972158567265921869e-01
-9.932376229196563377e-01,-8.404772179206938532e-01,-9.021602357150942941e-01
-8.117682230969340829e-01,-9.808166029991300938e-01,-8.711785799902261873e-01
-7.287161639667000257e-01,-9.833962321548999075e-01,-9.197049838731841120e-01
-8.452721390692518044e-01,-9.945256883743700538e-01,-7.647820092738951692e-01
-8.703890650717773791e-01,-9.253096728808979377e-01,-9.134095639011158285e-01
-7.265356238830661395e-01,-9.616854025094812020e-01,-8.578664550895795937e-01
-9.361609174908854802e-01,-9.381342805999450807e-01,-7.860519205471392379e-01
-6.214190850211310790e-01,-8.948359353970583019e-01,-9.017992958602000231e-01
-9.548793909031693117e-01,-9.211549123286969509e-01,-8.890121477121154525e-01
-6.020817292435703960e-01,-8.664124297599743452e-01,-9.236678681023728910e-01
-9.316190914683432078e-01,-9.698418645730121357e-01,-8.506039926568138565e-01
-9.761036223067075523e-01,-9.871320429761560877e-01,-9.082543478272799842e-01
-7.105051801201525130e-01,-8.529476236247484078e-01,-9.213588793974742952e-01
-9.835242522148448518e-01,-9.929611910561570998e-01,-8.852557323525330757e-01
-9.470677722805073140e-01,-9.202591005678014691e-01,-8.898624402731746263e-01
-9.172287554779118279e-01,-9.311189633551052447e-01,-9.352929983174337325e-01
-9.669353902255659605e-01,-9.640130494479529633e-01,-9.233605711355985513e-01
-9.458175517915347053e-01,-8.807327255553142331e-01,-9.534987515280691772e-01
-9.238651012500099791e-01,-9.641399045445823157e-01,-8.834463535741461371e-01
-8.914142420521535826e-01,-9.374061309385791629e-01,-9.825410713394345796e-01
-8.011345352803678210e-01,-9.597281731685027850e-01,-8.946755885458373969e-01
-8.570382383117088887e-01,-9.186964830702357698e-01,-9.178624501647272282e-01
-7.758136539507247686e-01,-9.234096577033137354e-01,-7.934698390272028057e-01
-9.692095823513116049e-01,-9.159418002070826015e-01,-8.658373508697103649e-01
-6.522783121171433773e-01,-9.800407030825976085e-01,-7.686940471805132624e-01
-8.207205206756852389e-01,-9.427714393547962368e-01,-7.473492724201900028e-01
-6.822415574642312075e-01,-9.600460197275224594e-01,-9.122126671785824037e-01
-8.766298831129826219e-01,-8.553352625526672304e-01,-9.132711131431813234e-01
-8.566513320365086726e-01,-9.907470826254359819e-01,-9.602592141005505955e-01
-8.610656394092010002e-01,-9.740991167987650412e-01,-9.459482874940228214e-01
-7.833895144984277525e-01,-9.413152546639336204e-01,-9.398983881600243562e-01
-9.367993603332339658e-01,-9.775445774180613334e-01,-8.884492336149593106e-01
-7.212343977718839172e-01,-9.091001509693554805e-01,-7.950429139646378873e-01
-8.643803176147468736e-01,-9.682061711866892795e-01,-8.479734257732332026e-01
-8.985795527052006237e-01,-9.223049379119077074e-01,-8.603683498599099533e-01
-6.800964362153414378e-01,-9.494305914613428987e-01,-9.432627575369363360e-01
-9.404814537949077735e-01,-9.518957198082381721e-01,-9.857659915317754651e-01
-8.965025355095639359e-01,-9.487513385773883590e-01,-8.211062192067993815e-01
-9.606351981652029304e-01,-9.803118642532425708e-01,-9.695011623862366257e-01
-4.833866300196115184e-01,-9.519201845453734157e-01,-9.114068876831845634e-01
-8.141275087374360009e-01,-9.901027909293680374e-01,-9.339919790911492825e-01
-7.098964754985598313e-01,-9.726586640724357302e-01,-9.323134396075111185e-01
-6.200688943850705126e-01,-9.501012255991571065e-01,-8.538449193054549191e-01
-9.711156527110696990e-01,-9.349477610334844258e-01,-8.626109283619887158e-01
-9.333881160434651658e-01,-9.120829361128452994e-01,-8.802924411049651843e-01
-9.530903982701603994e-01,-9.986165273078253524e-01,-8.373973642778766990e-01
-8.816906196169017607e-01,-9.859100163697256392e-01,-8.225293032345600830e-01
-6.533058037303157706e-01,-9.831103947002024501e-01,-7.747770461517072826e-01
-6.381588766844588090e-01,-9.566526195639744046e-01,-9.583920902384434060e-01
-7.053071596717014335e-01,-8.763627398102844523e-01,-9.115014731398912717e-01
-9.512479509326573490e-01,-9.510606700283695814e-01,-8.538981933527118873e-01
-8.568953918911563772e-01,-9.034489945593946469e-01,-7.523344588696375679e-01
-8.819664656381616119e-01,-9.677545998051695353e-01,-8.584722520686727254e-01
-5.634336518074052336e-01,-9.672909709991927008e-01,-8.788485635962935971e-01
-6.869388559582244591e-01,-9.413826927910721176e-01,-9.615938819331277809e-01
-8.974709361847350575e-01,-7.861051956095697069e-01,-9.325247647431922360e-01
-8.237313781565739346e-01,-9.034378465822403559e-01,-9.072759182444128934e-01
-8.578972406721764310e-01,-9.635827967205820022e-01,-9.805304804579834110e-01
-7.096954537338833191e-01,-8.908715524331251023e-01,-9.355769137494711618e-01
-7.987325400323919133e-01,-9.228096768933752303e-01,-8.719401531068931011e-01
-8.913798922984067508e-01,-9.265974432650015968e-01,-9.848454863421265415e-01
-5.276788744719300706e-01,-9.577377191316593930e-01,-9.610371167554826455e-01
-9.720543188135951640e-01,-9.776098809730229267e-01,-9.789231690239318384e-01
-9.783512733025095942e-01,-9.534053300236107198e-01,-9.453095624805130104e-01
-4.896482445083638613e-01,-9.513642575707639271e-01,-9.878860640081154054e-01
-8.004796746300254506e-01,-9.397489593573083999e-01,-9.951046214685917990e-01
-9.639613246122057388e-01,-9.411638196614147134e-01,-9.409202805758287713e-01
-8.006326106443946156e-01,-9.776098809730229267e-01,-9.023076586117579900e-01
-7.228359563050353875e-01,-8.421127072369227751e-01,-9.002762367216615713e-01
-7.907661527416234293e-01,-8.593644806393055946e-01,-9.793110414972605593e-01
-6.012049347735169968e-01,-9.038505356503753196e-01,-9.519670558383132031e-01
-9.581395071452465384e-01,-9.327123913970742919e-01,-8.631921414976684304e-01
-9.723315855075911340e-01,-8.432768997926473054e-01,-8.606288530598611430e-01
-9.967469256348466811e-01,-9.364236285985487740e-01,-9.486770901672862966e-01
-7.501409086704194928e-01,-9.382900140086311014e-01,-8.935283333323246202e-01
-4.988584627371158708e-01,-9.964318176050809273e-01,-8.978613350434472284e-01
-8.321285023896035637e-01,-9.021496339893438909e-01,-9.675632113868272155e-01
-8.577918836507191225e-01,-9.698797903762440553e-01,-9.825405355252108119e-01
-9.885754452697625982e-01,-9.316131781202510176e-01,-9.064536637325042445e-01
-8.850345732026518863e-01,-9.122854597916565389e-01,-7.747664342387791114e-01
-9.331135474913346828e-01,-9.015960159169307264e-01,-8.746067050916728203e-01
-8.866766890840198645e-01,-9.463387874704368707e-01,-7.927811109327607131e-01
-8.009547124650934213e-01,-9.262682938710391500e-01,-9.605399625222790227e-01
-6.833033905650806039e-01,-9.141043061790933288e-01,-8.460743939238581923e-01
-9.883899609534063657e-01,-9.304758187899263566e-01,-9.481616273360963243e-01
-9.341242712342283649e-01,-9.463643694504079162e-01,-8.871783765551378709e-01
-8.578043918453216454e-01,-9.289511332950906031e-01,-8.067612806205820553e-01
-7.818615455944070147e-01,-9.091174559556481904e-01,-8.342009811096541272e-01
-8.749765491481595880e-01,-9.181582319467580522e-01,-8.818000941003032445e-01
-9.312258295406835584e-01,-8.858293133659430607e-01,-8.347085742264388486e-01
-8.066407028387480027e-01,-9.554067784631139482e-01,-8.410362189321760606e-01
-8.387310300189756429e-01,-8.567023971894274226e-01,-7.011184228544166119e-01
-8.220638564454924024e-01,-9.919416460659741253e-01,-7.764935125461592813e-01
8.133276860981126788e-01,-9.403940682429096087e-01,-8.098715049369243912e-01
-9.754221768238708901e-01,-9.471726979739047980e-01,-9.547724533163135519e-01
-9.546145768120185560e-01,-9.068915825478188752e-01,-9.298584689592523933e-01
-5.914157337308426632e-01,-9.156220911692536379e-01,-9.573840404454458941e-01
-9.012068376138882009e-01,-9.278092367421058029e-01,-7.834807484933212773e-01
-7.371120018388933604e-01,-9.924486323841976709e-01,-7.855568350824645441e-01
-7.712552488481339008e-01,-9.229340682649483929e-01,-8.065697664069194639e-01
-9.588859970264494992e-01,-8.984411412257202745e-01,-8.510841805619437928e-01
-7.328290219808276662e-01,-9.211765935644280479e-01,-8.126232671036044408e-01
-7.491299264914127454e-01,-9.809792569420533459e-01,-8.227460732906098917e-01
-9.500871675256634674e-01,-9.879653745170131618e-01,-6.894575735292989282e-01
-9.373585543734901382e-01,-9.317869390955579867e-01,-9.127315605760899508e-01
-7.759977626409095830e-01,-8.707347712064468226e-01,-9.485179250612850721e-01
-9.173577400339391064e-01,-9.014067983822023900e-01,-9.061305590371252494e-01
-9.877751498899706162e-01,-9.863240710796559174e-01,-9.294062816609294231e-01
-7.272381611790382783e-01,-7.877180807941079888e-01,-9.811004753689751556e-01
-6.407702954385064986e-01,-9.730845298087220652e-01,-8.527287877160685259e-01
-6.851895407482375688e-01,-8.839228078821695922e-01,-9.184129178727378218e-01
-9.318251239369265138e-01,-9.819718421351381066e-01,-8.802900957476582633e-01
-7.486244299490524279e-01,-8.769405372001848331e-01,-9.686337194492999902e-01
-8.302964339116171155e-01,-9.762993298693602995e-01,-9.035707777192676371e-01
-9.619767873305595796e-01,-9.838340754611871741e-01,-8.890259101321033031e-01
-6.899965902422986463e-01,-9.162039664950882845e-01,-9.105255914865258982e-01
-7.796433628179616493e-01,-9.436738331316604222e-01,-8.859471249498471757e-01
-9.824565294419048689e-01,-9.495059227038459282e-01,-8.617717611184511073e-01
-7.869519513024806345e-01,-8.984785122887858355e-01,-8.050787567844548409e-01
-7.951434415003779677e-01,-9.840096723512580246e-01,-9.816648894435883177e-01
-5.408552907691687173e-01,-9.529555236643287852e-01,-9.435452275917575182e-01
-7.477061953219860113e-01,-8.479130587115821793e-01,-8.996661112225925461e-01
-6.969905950807019357e-01,-7.938602637976661658e-01,-9.387136533255578952e-01
-7.935090460847321614e-01,-9.767131246815791146e-01,-9.174127907408771154e-01
-7.973576257944298140e-01,-9.906113493293031702e-01,-8.851292493183655630e-01
-8.689141052962899847e-01,-9.813750446350658629e-01,-8.399258444880515206e-01
-6.175534314121047252e-01,-8.678813822829803959e-01,-8.666452276858702675e-01
-7.982842841391205591e-01,-9.855982550292601285e-01,-8.407110783220488326e-01
-6.057427154415463422e-01,-9.890432579995683815e-01,-8.477655647519874993e-01
-7.451103340480464965e-01,-9.943368098333934535e-01,-9.562406888124600490e-01
-9.196136535915075960e-01,-9.506241420168446421e-01,-8.630758896181025541e-01
-7.800357243414119957e-01,-9.291401560980601104e-01,-8.844551280483925471e-01
-9.737646579817434977e-01,-9.502844414981552745e-01,-8.442213399077231895e-01
-3.664400355045677737e-01,-9.671251629238791780e-01,-8.173419039423364119e-01
-7.418233374664353619e-01,-9.907939600310916584e-01,-9.858980799893021230e-01
-9.445584320557236513e-01,-9.510293826223235047e-01,-9.306774561937615209e-01
-6.944389932659534859e-01,-9.932350449172203666e-01,-7.975091845721217210e-01
-8.873780285451321470e-01,-9.745164051418424567e-01,-8.896000787867953674e-01
-7.263621114869429629e-01,-8.688447312816496293e-01,-9.177040877400594043e-01
-6.036639194254772578e-01,-9.631630304540931276e-01,-9.316820483136742936e-01
-7.326917390418447029e-01,-9.585749613047119810e-01,-9.003534869337426194e-01
-9.141299283286619115e-01,-9.728476580031494292e-01,-9.762853389395749204e-01
-8.920903559694614016e-01,-9.473842232360896176e-01,-9.831292755793827887e-01
-9.231112403924078835e-01,-9.356904819719009669e-01,-8.918450364493797355e-01
-9.754377279758801311e-01,-9.963477868652856895e-01,-8.757323240688643651e-01
-9.965838923468316457e-01,-9.254354881922337572e-01,-8.995317189648744938e-01
-6.407214420869759008e-01,-9.602163552894371623e-01,-8.545353687243526508e-01
-7.596763675470543653e-01,-9.226328861641621693e-01,-8.904860766539728356e-01
-9.060144924810160649e-01,-9.667880165345414945e-01,-8.699533090130865398e-01
-9.487255606638130834e-01,-9.017907331018817363e-01,-9.500109690257675377e-01
-6.222853398348202614e-01,-9.492563752281057976e-01,-8.055347472585538959e-01
-8.168877297767990209e-01,-9.995985156716874487e-01,-8.758196826004859270e-01
-9.146651389606524907e-01,-9.229110601269701064e-01,-8.920313616551281966e-01
-9.467062831036646697e-01,-9.227103998128710627e-01,-9.965292603189150888e-01
-8.255869913257585235e-01,-9.960163554709727807e-01,-9.913787542805188036e-01
-9.758602242245049130e-01,-9.933490758840831658e-01,-9.763833612224727121e-01
-7.666020664487552816e-01,-9.240342655800999339e-01,-9.291600384462455064e-01
-9.727287238964227312e-01,-7.855083471814467977e-01,-8.448356336292817126e-01
-6.870607073496712847e-01,-9.469178484990308231e-01,-8.014876159606231232e-01
-7.348189224904095873e-01,-9.212273611661966344e-01,-8.770360293974220900e-01
-8.154933865433171558e-01,-9.368010061562729307e-01,-9.618650137566495673e-01
-9.504541990951330677e-01,-8.623958041473858138e-01,-9.219375781951301141e-01
-9.430355905620609880e-01,-8.314326046432316542e-01,-8.276540032796750879e-01
-6.768379487879134793e-01,-9.784127157182720413e-01,-9.122885403080475131e-01
-9.079305836378769312e-01,-8.444399971408049765e-01,-9.656155077557785349e-01
-6.171972499758426878e-01,-9.979953894816515625e-01,-8.610901321561511557e-01
-6.986941115596844165e-01,-9.167265940939067770e-01,-8.735881876236127885e-01
-9.666921094365892309e-01,-9.273029147096432112e-01,-8.248522940961946492e-01
-5.248627959761209549e-01,-9.780638690871364949e-01,-9.580884835232921226e-01
-7.790578179753238075e-01,-9.851459075811368482e-01,-9.676232007872348495e-01
-8.690220097641659924e-01,-9.081178128242123337e-01,-9.138124286918576367e-01
-9.202667714385290854e-01,-9.905877424825878519e-01,-9.534806517595385555e-01
-8.955513874764753357e-01,-9.557240053596675056e-01,-8.926651281530181281e-01
-9.107888805105316399e-01,-9.867757383416432271e-01,-8.746259517015482210e-01
-4.694495527709998672e-01,-9.772551834099029167e-01,-8.965717623676080494e-01
-8.785814491075925048e-01,-9.975563205839037551e-01,-9.211549123286969509e-01
-8.036859337116216695e-01,-9.205325739054112111e-01,-8.792593229602864158e-01
-5.171421701212094435e-01,-9.584772645185198892e-01,-8.920552007034024955e-01
-3.629898123443313085e-01,-9.699016710270205177e-01,-8.696290702794253757e-01
-8.091203194244932506e-01,-9.679127409746375310e-01,-8.745791834784004681e-01
-5.649537490649387816e-01,-8.479471079769542730e-01,-8.404432979142419935e-01
-9.160255351220654152e-01,-9.205551297643841391e-01,-8.089824588055183341e-01
-6.912977792875673044e-01,-9.443494317456467835e-01,-9.004299341420649583e-01
-8.649859763055052220e-01,-8.609182986032569707e-01,-9.098783589017829243e-01
-8.819082809397291722e-01,-9.609978114673274341e-01,-8.854904300638795078e-01
-9.507446629533260474e-01,-9.172863782124132115e-01,-9.577636306141182887e-01
-9.803490904394213112e-01,-8.926225513027196135e-01,-9.350204750947729293e-01
-6.244050248113421908e-01,-8.355807834424516800e-01,-8.581990985622520718e-01
-8.603457016900053489e-01,-9.920896740435519723e-01,-8.709174731288237270e-01
-9.820936293545299289e-01,-9.780852405939960414e-01,-8.188175046881176478e-01
-7.169153078814800573e-01,-9.423994060789684379e-01,-8.903587031830898502e-01
-9.430704320474412317e-01,-9.701445853766649252e-01,-8.341478310507917104e-01
-7.349787978120225773e-01,-9.608620756366296201e-01,-9.340804452023729887e-01
-8.310782810298715795e-01,-8.375556593911035463e-01,-8.471963087444059903e-01
-6.841887877926758899e-01,-9.200868503208656790e-01,-9.234664769917291238e-01
-9.504944342230970955e-01,-9.827375632275138218e-01,-9.473540091278762620e-01
-7.442737974911474153e-01,-9.864414798247148619e-01,-9.098308691009754368e-01
-6.768941218359874057e-01,-9.603703426159181378e-01,-8.414257802609909076e-01
-7.204306293229526537e-01,-9.848497951252835891e-01,-8.603479834985549024e-01
-8.737085048578066004e-01,-9.560767028755634556e-01,-8.479471079769542730e-01
-8.843818910401580746e-01,-9.535725397279296578e-01,-9.652781151191724973e-01
-8.164749136334958912e-01,-9.753642925975221090e-01,-8.754145435061413405e-01
-5.968020974414109947e-01,-9.242401634168649904e-01,-9.100764075838322364e-01
-8.353427002136827317e-01,-9.159877526096216194e-01,-8.401564912880657987e-01
-7.049560676288336714e-01,-9.985891589423584458e-01,-9.981786488005894853e-01
-3.170660995661582771e-01,-9.400005290248724110e-01,-8.851979972230149540e-01
-9.912927424961964773e-01,-8.305442044984748806e-01,-8.469078419820124104e-01
-7.718854591026557133e-01,-8.588314513385437721e-01,-7.999378648664929869e-01
-9.324175119403043110e-01,-9.283164251310308535e-01,-9.402791445462841402e-01
-7.709777886313535777e-01,-8.886400525050558441e-01,-9.500057132293391327e-01
-7.921282540183647303e-01,-9.397692002240110032e-01,-9.406940592326278328e-01
-8.736164783659728927e-01,-9.194831357159500840e-01,-9.008442351478824772e-01
-7.150831686061829284e-01,-9.135255058660913807e-01,-8.321128715314564106e-01
-8.796759101054321128e-01,-9.570515575053003543e-01,-8.578032568283033843e-01
-8.920157074065447889e-01,-9.854274776418381343e-01,-8.216199492323226217e-01
-8.731782763418769466e-01,-9.941986074172721732e-01,-8.933099911807788063e-01
-5.160884987562772697e-01,-8.909719254519191667e-01,-9.057104096557581085e-01
-8.761610601338801763e-01,-8.839372293494860422e-01,-9.567780284367867205e-01
-6.329344825380367467e-01,-9.110676274661225760e-01,-7.484737847264242294e-01
-9.299307136416132824e-01,-9.294855686920759918e-01,-8.325786277819545722e-01
-6.994876072009028611e-01,-9.382318471120327796e-01,-9.716794939015922505e-01
-9.750295551845546971e-01,-9.742382343770001896e-01,-9.688381492124479299e-01
-7.627932180885724778e-01,-8.947927274489462235e-01,-9.403283260371373409e-01
-9.220348093764416664e-01,-8.349456334671792046e-01,-9.276408611266757642e-01
8.070671051026950815e-01,-8.604512674620211632e-01,-9.988013359691484405e-01
-9.481707823233803678e-01,-9.661576571886805187e-01,-9.141494248060280103e-01
-8.546369612936223215e-01,-9.381286796957227780e-01,-9.275303119821420861e-01
-8.072745612570212392e-01,-8.675167722802312742e-01,-8.666356930710010786e-01
-9.006200879544260518e-01,-9.165866632780186318e-01,-7.699476836321634821e-01
-8.870828495815735737e-01,-9.106020487082662207e-01,-8.311838071002790596e-01
-9.743842387000485328e-01,-9.539614410932027999e-01,-9.082824733693216634e-01
-8.412469798401716048e-01,-9.859905272229311235e-01,-9.636872205473032693e-01
-9.155183417621309827e-01,-9.145781450657302081e-01,-9.304504372629298636e-01
-6.740139014738335543e-01,-8.494589853579749272e-01,-9.294465301164028803e-01
-9.783682692149382465e-01,-9.511247013874207790e-01,-9.233496522032689224e-01
-9.649591798183594360e-01,-8.955254326815891286e-01,-9.172241185421167176e-01
-8.676566408684224241e-01,-9.948166730779580691e-01,-8.966537380797847678e-01
-6.912310463881861100e-01,-9.771988348505201705e-01,-9.544072384928270480e-01
-4.732594209262976914e-01,-9.296497602598120524e-01,-8.301096260445581798e-01
-7.539437094929065664e-01,-9.567780284367867205e-01,-8.843041908395046224e-01
-8.329190477412026228e-01,-9.650988780435734160e-01,-8.851849394041445551e-01
-6.850141771822824133e-01,-9.831742247885573160e-01,-8.885002051282110402e-01
-8.758113858329631407e-01,-9.831103947002024501e-01,-8.755711870401187147e-01
-6.686329533236704536e-01,-9.497564533992223224e-01,-8.588690170072690311e-01
-7.297517579213862460e-01,-9.503993997334920785e-01,-8.251782410629577846e-01
-7.751304859655909762e-01,-9.041419338243269488e-01,-9.439383752251131465e-01
-6.761273873285275071e-01,-9.972034190093905792e-01,-8.549865310714503952e-01
-6.693920980104928198e-01,-9.081178128242123337e-01,-9.432432127600890448e-01
-8.950926189196954930e-01,-8.936918592674872874e-01,-9.537546015724781556e-01
-9.664316643350786551e-01,-9.687524308889366997e-01,-7.840312975353656011e-01
-8.534948876823038599e-01,-9.850879479327924182e-01,-8.298195113924198285e-01
-9.584538089008680650e-01,-9.170173575912300423e-01,-9.766844856150123100e-01
-4.401954290066082964e-01,-9.686159488737540180e-01,-7.839604881144522919e-01
-9.454919653322745310e-01,-9.711882751562755933e-01,-9.678469388554558073e-01
-8.510451899326988423e-01,-9.345444058375436125e-01,-8.870959330235764773e-01
-8.155779541584364800e-01,-9.528374731004642939e-01,-7.380730012493832426e-01
-7.596589057204513606e-01,-9.116215359562857001e-01,-8.015878560748345150e-01
-6.177566178096708382e-01,-9.112536609738202120e-01,-8.846130322771437182e-01
-8.020711603802928025e-01,-8.754074591051633769e-01,-9.352067956204745958e-01
-7.129910609885142803e-01,-9.140443379848646188e-01,-8.143080771203730084e-01
-8.087689012474773564e-01,-9.316199529964681592e-01,-7.737903630744974448e-01
-7.095691205616333486e-01,-8.822997464614293905e-01,-9.125889808860708774e-01
-7.877986983405347310e-01,-9.469676500013107789e-01,-8.308803121160316385e-01
-7.002768833425773165e-01,-9.034206972995831864e-01,-9.038557754230182040e-01
-5.554320104927751300e-01,-9.484610183862729471e-01,-9.140948878345523942e-01
-7.466816478647942956e-01,-9.697069524671730889e-01,-8.765014969080002771e-01
-8.778367151500113819e-01,-9.201943455404399952e-01,-9.162836568835867057e-01
