cosiota_samples,planck_cosiota_samples,shoes_cosiota_samples
-9.587448509110709782e-01,-9.606261177595617484e-01,-8.097485496600456134e-01
-7.550759109224318699e-01,-9.776784193482004337e-01,-9.398712946332241636e-01
-8.267586728901319404e-01,-8.912376984179699591e-01,-9.879407081746829355e-01
-9.406671844744962652e-01,-9.834622476054759588e-01,-8.918054849332812672e-01
-6.098302752148654360e-01,-9.756901771196107021e-01,-7.833716603395537437e-01
-7.385723591588289061e-01,-9.677545998051695353e-01,-9.226885181467350261e-01
-8.931103856322265555e-01,-9.870380840770728303e-01,-8.700704934743389574e-01
-7.884608409877388313e-01,-9.901696032119796653e-01,-8.973441637442072238e-01
-9.659706691896619013e-01,-9.534052942970826505e-01,-8.460077219118073977e-01
-9.437863099363893449e-01,-9.880833281491340214e-01,-9.976295411795456092e-01
-8.727805164365334267e-01,-9.754027965963835145e-01,-9.875386248529746114e-01
-9.442695185370360011e-01,-8.696726629367615979e-01,-9.462352325556473431e-01
-8.571120127642589681e-01,-9.638632791395297383e-01,-8.163228864759294323e-01
-5.632890414477723651e-01,-9.905198770041712120e-01,-9.411719346926740171e-01
-2.592450659998837836e-01,-8.752475870121353418e-01,-9.242021424572549604e-01
-9.901500531783290482e-01,-9.714784260140977290e-01,-8.742906333351508907e-01
-9.071850789993785025e-01,-9.622600648187979999e-01,-9.129333770906579160e-01
8.084836861104905958e-01,-9.644446228350938011e-01,-9.083972788014200717e-01
-6.924745247232071410e-01,-9.705745510843439838e-01,-9.299012223047854464e-01
-8.511632506612047955e-01,-9.888105214241621477e-01,-8.878904761836572401e-01
-9.160810217882373596e-01,-9.949160001709080881e-01,-9.782201262707830303e-01
-8.760042125765310495e-01,-9.924285167610034097e-01,-9.450562760153622399e-01
-8.669015841458117544e-01,-9.705208339525187577e-01,-9.115147921146504739e-01
-9.984422267894094150e-01,-9.897759712942583166e-01,-8.375406794733279980e-01
-8.122255349289636550e-01,-9.663758063491102446e-01,-8.256451716392204654e-01
-8.871490519755630411e-01,-9.834968401585619802e-01,-8.929295423533152309e-01
-5.390120670594673591e-01,-9.373241246686584427e-01,-9.670213416352447799e-01
-8.234118099554667003e-01,-9.535771635591279161e-01,-8.815964285570655479e-01
-9.054397356580162759e-01,-9.713329121533976762e-01,-8.938762044280320618e-01
-9.936311089611415959e-01,-9.664184810611825549e-01,-8.665217307047532458e-01
-8.332959492587371786e-01,-9.977551809399830551e-01,-9.113027456122293479e-01
-8.203918830925704953e-01,-9.659622841605927102e-01,-9.050950745345356374e-01
-7.646897527922501547e-01,-9.556902729073712965e-01,-9.379504222517279777e-01
-7.803284393954367237e-01,-9.545562455137093227e-01,-9.773667849093526927e-01
-6.027495297602322166e-01,-9.016563717391024024e-01,-9.728714938880855811e-01
-9.150905750176169251e-01,-9.162609118838520583e-01,-9.288639412338266510e-01
-6.321938588839258744e-01,-9.977688325096812916e-01,-9.560221218107897156e-01
-9.066120259543430926e-01,-9.957704423607649513e-01,-8.096008945254981048e-01
-5.926319961638361056e-01,-9.583920902384434060e-01,-9.703542003005817262e-01
-8.375594296899832036e-01,-9.193412434693282176e-01,-8.909077581325710593e-01
-7.784328231997054148e-01,-9.385626623090598253e-01,-8.236024763114605518e-01
-5.288159057496520932e-01,-9.533905838235827712e-01,-8.551389165982793417e-01
-9.466000632589071095e-01,-9.178203278808669818e-01,-9.852353285963936225e-01
-9.121408060136582119e-01,-9.656695846028454655e-01,-9.747422897959785448e-01
-8.266351470633573895e-01,-9.986737009734262260e-01,-9.977939455388049605e-01
-9.294195567967966642e-01,-9.205791490484884765e-01,-8.515081062361720132e-01
-5.572394665078933551e-01,-9.626553691012201819e-01,-7.437165867157371490e-01
-8.657422979477717995e-01,-9.682751200502162092e-01,-8.048767825581145674e-01
-7.995912544681235135e-01,-9.186964830702357698e-01,-8.706096359050536915e-01
-6.302748983534760541e-01,-9.628115352883467315e-01,-9.853218252898038321e-01
-6.568942166813731554e-01,-9.895231598030395093e-01,-9.202947759858913779e-01
-9.711315566430005486e-01,-9.392195857996521458e-01,-9.313351825708653386e-01
-9.202415847357521272e-01,-9.321379361366802785e-01,-9.808914694773595011e-01
-9.548609908274718894e-01,-9.270084119755805929e-01,-8.448442895410833708e-01
-8.354641428940852155e-01,-9.593189116902181013e-01,-9.530072392022779226e-01
-8.378726157401761299e-01,-9.274715579988849212e-01,-9.502827390967810706e-01
-3.525194129351086891e-01,-9.300372110335198839e-01,-9.302845435867084234e-01
-9.374501197423372734e-01,-9.808244320884570433e-01,-8.196150322841112557e-01
-7.676567230324526925e-01,-9.924917210501880138e-01,-9.652885771783845659e-01
-8.579098958252983076e-01,-9.658291029621118851e-01,-9.009964836855828274e-01
-7.317860547519648984e-01,-9.764882194637801716e-01,-9.253329607725766515e-01
-9.598730576330275488e-01,-9.068010028075113027e-01,-8.376731958799360500e-01
-7.694149624872659299e-01,-9.705205883467150629e-01,-9.183506362847270177e-01
-5.195517623204609636e-01,-9.231981568439300290e-01,-8.459160667086271790e-01
-9.752338046353291601e-01,-9.332977642633450976e-01,-9.236363866144859935e-01
-9.094750837597062043e-01,-9.205520315575332901e-01,-8.120678802545184816e-01
-4.274099178943380206e-01,-9.963998578579840171e-01,-8.572373511000408453e-01
-9.437203124754931505e-01,-9.883689547660283736e-01,-8.792730584760226620e-01
-9.977739110838613756e-01,-8.988406912842350494e-01,-8.860432175450867476e-01
-8.962315750540511550e-01,-9.065831203199232746e-01,-9.588550083714282302e-01
-8.148254925992044484e-01,-9.276499080258423513e-01,-9.083782397038462353e-01
-7.398581285423899701e-01,-8.834688116082736187e-01,-9.272051817571695942e-01
-8.206013378429460881e-01,-9.507040267052572213e-01,-9.284950696264947512e-01
-5.691853944408703514e-01,-8.923428306068239557e-01,-8.880646787442478818e-01
-8.736002028317341184e-01,-9.934181448266181658e-01,-9.523043087841573939e-01
-8.255268463652841726e-01,-8.612062668593438719e-01,-8.949320750350217013e-01
-9.310431787707741380e-01,-9.790813778250596622e-01,-8.879264641113456813e-01
-9.509428514952426026e-01,-9.399538468466095420e-01,-9.424790931443643993e-01
-6.367999849415948432e-01,-9.154416582644101519e-01,-8.139372481682431992e-01
-7.747447660980195661e-01,-9.873537410010733151e-01,-8.823353605422306067e-01
-8.637374283211279868e-01,-9.072178516036538687e-01,-9.891778443312997382e-01
-9.356578702572102557e-01,-8.426805926109559586e-01,-9.394315415017053805e-01
-8.219442010676544230e-01,-9.742508974355574836e-01,-9.094786705798864057e-01
-9.823669802103313087e-01,-9.477294892415938365e-01,-8.249351798528625768e-01
-5.574552171512425769e-01,-9.205333001301769791e-01,-8.935582435606789220e-01
-9.327761738955162585e-01,-9.234581349874908529e-01,-9.508870983393884480e-01
-9.220740444570766359e-01,-8.924878707026308033e-01,-8.918450364493797355e-01
-7.628895334153219521e-01,-9.475326790624593043e-01,-8.517062931936570935e-01
-9.092537318741906738e-01,-9.334293680523646497e-01,-8.838321032942628719e-01
-7.100068315310188449e-01,-9.700781530110100803e-01,-9.630650181449943448e-01
-8.059848949098600279e-01,-9.931114140831635018e-01,-8.611532500473195739e-01
-5.882521338104409470e-01,-9.067014603326533084e-01,-9.218609995871507312e-01
-9.999723203399711879e-01,-9.690720763457563169e-01,-8.400706923778080704e-01
-8.445425287745755849e-01,-9.314028017490887379e-01,-8.121999651066130754e-01
-9.493008458009396522e-01,-9.223620604881869189e-01,-9.585088693196303078e-01
-5.810587252490897470e-01,-9.782059563211946696e-01,-8.877817580165685563e-01
-8.564388502802344760e-01,-9.746954006955719230e-01,-9.271793392988003646e-01
-8.220820833834837638e-01,-9.685130903238479139e-01,-9.211013472021960524e-01
-9.231039129676181787e-01,-9.495299146349728270e-01,-7.884447965059075969e-01
-6.411053438200090548e-01,-8.881965361881388743e-01,-8.527628962862314754e-01
-9.576622437986027636e-01,-9.614600888535651535e-01,-8.979866536337481886e-01
-9.835134396044494798e-01,-9.783328889391571526e-01,-8.731266294060067157e-01
-8.064239073080252673e-01,-8.986233638570398918e-01,-8.418653245228371329e-01
-6.525157390749961595e-01,-9.883266220851345540e-01,-8.749881203466129964e-01
-7.106829977723418956e-01,-9.457409212715028879e-01,-8.469216063732031285e-01
-6.507160815680722576e-01,-9.686502023464554911e-01,-9.314891215373142241e-01
-8.775106654182507349e-01,-9.347669197737406011e-01,-9.157540700575256265e-01
-7.763538230524660300e-01,-9.064149072522977857e-01,-9.166838823997442987e-01
-8.190245082670828403e-01,-9.334744479366708925e-01,-8.159223328987652568e-01
-6.971941655859138498e-01,-9.592601958764588321e-01,-9.926112763913723658e-01
7.220590327926597052e-01,-8.963083597808467751e-01,-9.941671249680521516e-01
-7.771312936668834936e-01,-9.395774058066173051e-01,-9.869231572199737013e-01
-8.296944814374763721e-01,-9.128956080883265933e-01,-9.574217191488815226e-01
-7.274159940571038874e-01,-8.686555242822402434e-01,-8.819912785088974694e-01
-9.133818834656594055e-01,-9.209596303733662559e-01,-9.608120593527310627e-01
-7.515727176522590813e-01,-9.996188686989900818e-01,-9.064607352019394826e-01
-8.857823378481055610e-01,-9.464925540311492913e-01,-8.503015955765786948e-01
-6.167693655362694871e-01,-8.865815114443040823e-01,-9.240027882520209790e-01
-7.781544539609550615e-01,-9.466921224742194108e-01,-9.019202312557139667e-01
-8.819813046883221430e-01,-9.227480202995523850e-01,-9.802332051825316528e-01
-7.859278369978711654e-01,-9.589547206018633752e-01,-7.799579143866726127e-01
-6.686774129472153883e-01,-9.589547206018633752e-01,-8.830861883832524795e-01
-8.869805080338484249e-01,-9.782641752514315003e-01,-8.817396306080053092e-01
-9.821722345215980754e-01,-9.148097072347715075e-01,-9.423841069852663122e-01
-6.752668713687096647e-01,-9.751763979581167252e-01,-9.419207562893047170e-01
-5.538513314209669858e-01,-9.073376813174880429e-01,-9.414449176496070271e-01
-6.638153127451874580e-01,-9.837834652447635664e-01,-9.806495291878151166e-01
7.972487629946025667e-01,-9.170410037155583005e-01,-9.692263223536464745e-01
-5.202134928835111527e-01,-9.403379684478476719e-01,-9.204522661772619463e-01
-6.799072581240298563e-01,-9.691438746384877234e-01,-8.462734203788977450e-01
-8.303550933196611750e-01,-8.702288665797304201e-01,-9.801740077539544682e-01
-7.558977312316540464e-01,-8.008252908219362087e-01,-8.244112444922491179e-01
-5.730874877062740458e-01,-9.472075552109929797e-01,-9.458676045012835987e-01
-7.721042111133178398e-01,-9.170383767990961665e-01,-9.727125864098812302e-01
-9.223136350672624939e-01,-9.987838374094790694e-01,-9.176750371502744308e-01
-5.665467226677506352e-01,-9.665725784909785512e-01,-7.857178522678256449e-01
-9.600266244899662293e-01,-9.685462729224066925e-01,-8.552323233038013894e-01
-6.682072779247811845e-01,-8.461068759989638366e-01,-9.244288809888712155e-01
-9.359534676431231492e-01,-9.065816106917828909e-01,-9.632920154145669933e-01
-8.980778700346214727e-01,-9.574384734189842483e-01,-8.864993436741115396e-01
-8.018195628546317399e-01,-9.932965282385850525e-01,-9.084164945370550859e-01
-8.928719894425988235e-01,-9.074865182903806282e-01,-8.799391656401002182e-01
-7.438491793343804392e-01,-9.350486384082101754e-01,-9.387192729774286315e-01
-8.462459212652573282e-01,-9.932638099906938578e-01,-9.113123977308519308e-01
-8.904719096330769856e-01,-9.536071957434602009e-01,-8.278524144871834967e-01
-3.383426137646844967e-01,-8.761283023170651774e-01,-9.885275889335530808e-01
-9.389529762849507799e-01,-9.270714925939862461e-01,-9.045506515430280503e-01
-7.743447798660147985e-01,-9.800856629264523834e-01,-9.649704340408431502e-01
-9.405947173829904973e-01,-9.567567457637528028e-01,-8.243839755634244648e-01
-8.797779170566285556e-01,-9.920979256903001975e-01,-8.740413211635434942e-01
-5.925313978345766452e-01,-9.437148541705708826e-01,-8.935974897372997994e-01
-7.613322734374516898e-01,-8.746271235769402796e-01,-9.151679316011021026e-01
-9.734086064994674770e-01,-8.617608594414721823e-01,-9.671748306348957325e-01
-8.730683815364864708e-01,-9.817255469026521242e-01,-9.158734004911096571e-01
-6.461841798673687576e-01,-9.923516501061145911e-01,-9.143563762597356481e-01
-5.515911935898627494e-01,-8.818958041125090075e-01,-7.937793418754395258e-01
-6.511310706134112447e-01,-9.926951329599995599e-01,-9.056667838111570612e-01
-7.301421544810888786e-01,-9.349716429578739385e-01,-9.298584689592523933e-01
-9.129387410713184492e-01,-9.030010176496223728e-01,-8.213747282094512325e-01
-6.429685641511854177e-01,-9.038723675104005650e-01,-8.910780519372389907e-01
-9.494286974287460268e-01,-9.349471069948336321e-01,-9.073081294928060370e-01
-9.186774238011482518e-01,-8.860522046843755106e-01,-8.534711201670703851e-01
-7.722175198510895511e-01,-9.343372126986759785e-01,-9.621044568450718426e-01
-8.463754103662122219e-01,-9.132294265884368656e-01,-9.926076628881164154e-01
-7.076528087913318554e-01,-9.817536085094571430e-01,-9.008640761292404653e-01
-9.239857466244043582e-01,-8.716216855214855563e-01,-7.711962499846378716e-01
-6.957584398021344763e-01,-9.389885833949634941e-01,-8.461516268910680427e-01
-8.330915768375229957e-01,-9.582990558112103319e-01,-8.603829450522522126e-01
-9.313428525020229776e-01,-8.575550957586983714e-01,-8.134391893230180637e-01
-9.714435987522488380e-01,-9.567567457637528028e-01,-9.625184298097151370e-01
-5.054666067939785901e-01,-9.063347978736848720e-01,-9.562280815935667588e-01
-4.448454673733395204e-01,-9.580156321641856154e-01,-9.136255671853775739e-01
-9.865339849596117539e-01,-9.912919076673712970e-01,-9.875831090463120798e-01
-7.464974357424203344e-01,-9.527031935948782060e-01,-8.474390711918220465e-01
-9.185579811558475249e-01,-9.890619571684159395e-01,-9.307197478521334055e-01
-7.180195610049091570e-01,-9.868796168778118938e-01,-8.760413635474099125e-01
-8.616713631322960865e-01,-9.687931110197701701e-01,-9.807743377648212579e-01
-6.340677338901432591e-01,-9.185027449670200017e-01,-8.552484647075363489e-01
-8.615984686496687139e-01,-9.355266305531779736e-01,-8.064107774583684218e-01
-7.836886525152488847e-01,-8.448642093162684885e-01,-8.101255279057912873e-01
-8.467958037131403382e-01,-9.199180071042399875e-01,-8.841973009408551354e-01
-5.907979813167373306e-01,-9.607828898278171215e-01,-8.431024078209798933e-01
-9.218710897191121356e-01,-9.472452019340867890e-01,-9.062292676701871885e-01
-8.378853435817246176e-01,-9.901317423017884645e-01,-8.541847190771856280e-01
-9.470440678605793750e-01,-9.736895485648697779e-01,-9.709448949863282996e-01
-8.032822726370637545e-01,-9.241631601974583665e-01,-8.026260438866531510e-01
-8.762036586224957180e-01,-9.736526796123450289e-01,-9.319469638063181405e-01
-4.384894643985871032e-01,-9.586326275931422725e-01,-8.284262747519312020e-01
-9.031419451435219736e-01,-9.791951848051652085e-01,-9.284051340323028478e-01
-7.782327538194616645e-01,-9.272818287206984200e-01,-9.254619293507436728e-01
-9.550029132589480385e-01,-9.971670556136762453e-01,-8.493949549856987247e-01
-8.726002898893698845e-01,-9.953892823257372013e-01,-8.411282094133762932e-01
-9.525880904938244242e-01,-9.235775815192801552e-01,-8.835063207583130351e-01
-9.864318998488523782e-01,-9.958451522012158330e-01,-9.101906488807605111e-01
-6.513116569291310665e-01,-9.941464762236310593e-01,-8.055858712960299872e-01
-8.166367959422711209e-01,-8.653220479853599434e-01,-9.068443422165284318e-01
-8.513201693145052706e-01,-9.580328684384130655e-01,-9.527322690755670731e-01
-9.216922373784880440e-01,-9.615122764425231283e-01,-9.622584018132731565e-01
-9.664137756200290585e-01,-9.971203635955998568e-01,-8.269468983480758872e-01
-7.466804473401804643e-01,-9.852145709745202540e-01,-9.422065784018771595e-01
-9.648234167813882767e-01,-9.751297375333149997e-01,-8.847650036465134482e-01
-6.346587542066722820e-01,-9.790723663762848084e-01,-8.740406105097903167e-01
-7.745189602847279975e-01,-9.502931746051448414e-01,-7.862034536687003694e-01
-8.821727735129266668e-01,-8.847776846635848624e-01,-8.461401552945938542e-01
-9.337829193275872797e-01,-9.489389327340017610e-01,-8.944388930913078628e-01
-8.175550053123988858e-01,-9.651233257687754641e-01,-8.697342366907307998e-01
-8.218013526264069668e-01,-9.630467966270371827e-01,-8.863396093756823468e-01
-9.715988622415163700e-01,-9.410144315363769829e-01,-8.649961212726169357e-01
-8.004492878617264218e-01,-9.368754088595816487e-01,-7.998885463404936669e-01
-7.588978144868836484e-01,-9.522743738767441846e-01,-8.720654253024415770e-01
-4.552033912438538943e-01,-9.472406875860469588e-01,-8.923662750599028470e-01
-9.147138409731953024e-01,-9.889320741996303621e-01,-8.991348247225270374e-01
-8.850341252223078437e-01,-9.770968399821716721e-01,-8.949110503677114581e-01
-7.537835029841276624e-01,-9.981311095997313920e-01,-9.792833929237136914e-01
-9.165666664277068998e-01,-9.979927602486627913e-01,-8.863621693872807406e-01
-8.516927462430501361e-01,-9.028461636333626750e-01,-9.358485576170483267e-01
-8.063918673949919125e-01,-9.541529186281525465e-01,-8.386492966467736787e-01
-7.331275817205101797e-01,-9.808309328847256703e-01,-8.628122073511572676e-01
-8.735264987749332688e-01,-9.565668342019558734e-01,-8.011007103480359826e-01
-9.746583303088222072e-01,-9.419316450880541591e-01,-9.310742231009864200e-01
-9.163004379441341829e-01,-9.741355567714857777e-01,-9.742130582268693217e-01
-7.485253069074783161e-01,-9.983347681484855407e-01,-9.393873373528127679e-01
8.087351787520433710e-01,-9.117810349915975721e-01,-9.064359167915526649e-01
-7.045697785824709403e-01,-9.242689743178231776e-01,-8.352797583194569997e-01
-8.841111485732605635e-01,-8.882733122230669354e-01,-8.895938102244428380e-01
-9.827553979701221243e-01,-9.203613196745216163e-01,-8.654742687886867181e-01
-9.754526139106655114e-01,-9.824757748377135336e-01,-8.724921618781920074e-01
-7.392871679785513184e-01,-9.227537861230798999e-01,-9.895875968512846121e-01
-7.953482681078017924e-01,-9.300166113662738931e-01,-9.438082429628522618e-01
-7.693222970765696278e-01,-9.459016604535447348e-01,-9.305054417406932732e-01
-9.649654894714611020e-01,-9.294835903834264279e-01,-7.813227515172621596e-01
-8.404022618388067301e-01,-8.968069849102636715e-01,-8.980444928376629665e-01
-9.771644072794049007e-01,-8.644200213394269694e-01,-8.510841805619437928e-01
-7.462754030398979221e-01,-9.405488532824172188e-01,-8.262006505029252379e-01
-9.487896781962055215e-01,-9.523697574982444847e-01,-9.407646264069686737e-01
-6.675878158220116543e-01,-9.507549180199119654e-01,-9.273187404952469848e-01
-9.220263324394967208e-01,-9.773667849093526927e-01,-8.755812202274240175e-01
-9.177014666078551208e-01,-9.215090063926141273e-01,-8.174573646088498791e-01
-9.190241249295811876e-01,-9.686437418528428545e-01,-8.699208140982958026e-01
-8.246639738558572130e-01,-8.912172854843091185e-01,-9.340761435157837189e-01
-6.935434722261450968e-01,-9.405898209893301942e-01,-9.108552467141047826e-01
-8.151122038914770940e-01,-9.285192701331933529e-01,-9.509100030664993097e-01
-4.635516677587963041e-01,-9.157456101386972636e-01,-9.259556042565014744e-01
-7.999116889385304852e-01,-9.606984743000086535e-01,-9.326161904643536227e-01
-8.825204400756451184e-01,-9.903161003650534644e-01,-9.082622280901577749e-01
-8.214378900056675814e-01,-9.092914948888131121e-01,-8.802158758165172792e-01
-6.152013894537042837e-01,-9.431320836511375427e-01,-8.638807561363913701e-01
-4.097169773452806196e-01,-9.410052805797515241e-01,-8.425578784681090339e-01
-8.348879516650667965e-01,-9.232672804992363425e-01,-7.869623049271493587e-01
-9.135595570076612271e-01,-9.643393713175120174e-01,-8.936856884247496025e-01
-7.616007351746350018e-01,-8.403613561232931017e-01,-9.104412416595095703e-01
-9.000931974325380169e-01,-9.124936986623561896e-01,-9.382950204414941542e-01
-8.966215986122498816e-01,-9.400430511231792075e-01,-9.109229179157811718e-01
-9.450429781054400236e-01,-9.053389151310277105e-01,-9.404064572203764127e-01
-8.346078121326614419e-01,-9.833116944898843137e-01,-8.679668423749183903e-01
-9.519153217860016891e-01,-8.985719443405153495e-01,-7.160798938679975301e-01
-7.568548527551349769e-01,-9.872783821633263068e-01,-9.613525603428594302e-01
-9.909270399482159597e-01,-9.392505518320107827e-01,-8.759412659448732041e-01
-9.219706556933870978e-01,-9.455643676836592570e-01,-8.656818906724013107e-01
-8.140733748169779460e-01,-9.841552612747255235e-01,-9.420968163679458440e-01
-9.648955567987977933e-01,-9.560390565677168162e-01,-9.883398507808286437e-01
-8.106099912723361278e-01,-9.892831193007760593e-01,-7.917699120962148340e-01
-7.442728351945447907e-01,-9.498163619477173469e-01,-9.679962119264203801e-01
-7.901184920355879271e-01,-8.747660991868283498e-01,-8.173246595348144794e-01
-9.110603040762408344e-01,-9.938364825274408343e-01,-8.205156820474930335e-01
-9.547113426565654315e-01,-9.762435772462912942e-01,-9.482149425569720291e-01
7.912765003632502570e-01,-9.937318593315053183e-01,-9.189845146702557699e-01
-8.614807941818550807e-01,-9.605836880333588068e-01,-8.807116069490377175e-01
-9.748775728023357789e-01,-9.739298097498008122e-01,-8.326999672672948938e-01
-8.013375937965387941e-01,-8.638729037797246990e-01,-8.622164333918108658e-01
-6.041028453114536401e-01,-9.632883892736848752e-01,-8.999116611427595558e-01
-8.941820805758657897e-01,-8.869298283522588644e-01,-8.486790024284038836e-01
-9.354853474158574267e-01,-9.664853879424969429e-01,-8.044048346778336356e-01
-9.472640531046514489e-01,-9.746789928192701735e-01,-7.970954274154197217e-01
-9.194897101316454879e-01,-9.260635176411169400e-01,-9.483919165217069569e-01
-6.535641499673831012e-01,-9.245677795210158756e-01,-9.365151390032693257e-01
-6.071683871647678421e-01,-9.976616002402429739e-01,-8.731780751217077530e-01
-9.555936987322949383e-01,-9.865807885307883440e-01,-9.093904635464201691e-01
-7.168076063206807458e-01,-9.265701709117286633e-01,-7.684134294740270210e-01
-7.818775341275623347e-01,-8.771106818650198367e-01,-8.648106588654882465e-01
-4.632378856889916019e-01,-9.585039987590073807e-01,-8.340515254328886297e-01
-7.108954806015782557e-01,-9.108883556781152135e-01,-8.261436309747512974e-01
-8.379492950673513851e-01,-9.267388717809270648e-01,-8.809980216816195586e-01
-9.301744075428275416e-01,-9.763048488270905656e-01,-9.996065456331558741e-01
-9.130594844898570761e-01,-8.278524144871834967e-01,-8.308256009827331701e-01
-9.127934636599432938e-01,-9.188992636660396895e-01,-9.487375602307763778e-01
-8.426018910983716914e-01,-9.369138030724215582e-01,-9.794365602540751059e-01
-6.743500899638067425e-01,-9.884225318780958114e-01,-9.934867266864421120e-01
-7.402697829175235444e-01,-8.852931087338349325e-01,-9.417793102401507133e-01
-7.294283572521077508e-01,-9.058404567537506891e-01,-8.620388755556892546e-01
-6.117805854255981002e-01,-9.142998487660098927e-01,-8.899687188654361591e-01
-8.637581724377856318e-01,-9.642134136333074812e-01,-9.188550173504588248e-01
-7.862656125479744462e-01,-9.401564721364752408e-01,-9.669714936838069708e-01
-7.063227524162996041e-01,-9.456516356374093935e-01,-8.636171221202625370e-01
-7.109701287481773324e-01,-9.999510695296706109e-01,-9.452141546713981324e-01
-8.782360475115447151e-01,-9.611848688540680641e-01,-8.857344413479878442e-01
-7.018275746635938006e-01,-9.713118020643568551e-01,-9.080476873784302239e-01
-8.688543752271736809e-01,-9.424059816229636288e-01,-9.629878791388276627e-01
-9.280840312671376768e-01,-9.879453562276375722e-01,-9.220500877461774714e-01
-6.676683334851661877e-01,-8.459978312349945018e-01,-8.179728763520432988e-01
-7.481567344440558376e-01,-9.397664743682567767e-01,-9.650666238780287731e-01
-9.520972417867517024e-01,-9.620599016643843759e-01,-8.997513650830697429e-01
-8.784393007135378184e-01,-9.577458965545927461e-01,-9.109698859411827776e-01
-5.099423826265547799e-01,-9.922793289460466459e-01,-8.819619251355675926e-01
-9.767895190261389748e-01,-8.600352742226126113e-01,-8.899449035289599408e-01
-7.620483907350436015e-01,-8.137383247258948016e-01,-8.645499541168815139e-01
-7.066944213794452700e-01,-9.984619335551482289e-01,-9.131935581671146718e-01
-8.728092645173946007e-01,-9.388220668271799463e-01,-9.279086768429465337e-01
-9.918678691833026084e-01,-9.257169706063117509e-01,-8.855663422618517133e-01
-8.830535022378146470e-01,-9.086596978746562803e-01,-9.006372797787395301e-01
-9.397418342645335043e-01,-9.724404874455262471e-01,-9.094529345723318947e-01
-8.906567439171397815e-01,-8.844958720105633443e-01,-8.984715370968590076e-01
-7.896872415185033356e-01,-9.166185193058098424e-01,-9.241917159931096748e-01
-8.470580760044111868e-01,-8.968681242881655358e-01,-8.995237336319186205e-01
-8.353827936142723676e-01,-8.565646738825659634e-01,-9.831103947002024501e-01
-7.965147027143365532e-01,-9.425584486105147430e-01,-8.517991576898844563e-01
-7.806055303138935697e-01,-9.968918586961814654e-01,-9.365635290633913534e-01
-7.003839173352257585e-01,-9.091937036126201965e-01,-8.222392391765629416e-01
-3.468069991001341834e-01,-9.495288965829429273e-01,-8.249860771381436475e-01
-4.873708878177229753e-01,-9.548447077725371601e-01,-9.196325768236145448e-01
-9.281828967261002150e-01,-9.774469007612370808e-01,-8.733519449141423641e-01
-8.196235787230926606e-01,-9.369766707794414673e-01,-8.530513893713835838e-01
-8.821242304235555887e-01,-8.464094041190272089e-01,-8.856772527187667388e-01
-9.262434833758451669e-01,-9.653653676913664938e-01,-8.818599425061857122e-01
-9.975766925520370698e-01,-9.456934535168716183e-01,-8.391737382917088262e-01
-7.071771964212263395e-01,-9.922685060028515469e-01,-8.453770900900420271e-01
7.120783645793893335e-01,-9.619163158298509320e-01,-9.259822581446157663e-01
-5.920338867953544026e-01,-9.345693073582057586e-01,-9.326820398631232578e-01
-8.326115627988566192e-01,-9.526058468762158560e-01,-8.535654417598691479e-01
-8.161982914531530353e-01,-9.931493677520211172e-01,-9.879890623431826224e-01
-8.718076581246163581e-01,-9.222643310177718323e-01,-8.754031704606020092e-01
-9.091391242386768212e-01,-9.480050880359998100e-01,-8.985390074827257489e-01
-7.974866048922948369e-01,-9.593963371128392259e-01,-9.184942531391339093e-01
-9.340183786244190545e-01,-9.385781184400530108e-01,-8.365654848868067095e-01
-9.585685625129267695e-01,-9.355692539476190284e-01,-8.438906813123996375e-01
-7.232422322092982858e-01,-9.482486469891552305e-01,-7.274987293102823660e-01
-4.524096483366203403e-01,-9.999721349056632791e-01,-9.320107949403750869e-01
-9.514706517137362374e-01,-9.141043061790933288e-01,-8.580537202932279062e-01
-9.673492393221917451e-01,-9.656342042436291129e-01,-9.225150674708528786e-01
-9.112529794735174660e-01,-9.630742898724025114e-01,-8.527775927903239461e-01
-7.032379110833724134e-01,-9.588625258884124758e-01,-7.832177812938880823e-01
-9.120370422412169553e-01,-9.554980850012364524e-01,-9.658031755147109543e-01
-9.473912595428780614e-01,-9.508815713592011498e-01,-9.204309177899820948e-01
-7.756337146612133360e-01,-9.066400956547888690e-01,-9.539952333142951435e-01
-8.856678214216117118e-01,-8.380575664045929463e-01,-8.890864487804774896e-01
-6.172287021303726195e-01,-9.841322374881967816e-01,-8.072740755331362372e-01
-8.538779223001210505e-01,-9.958087389377530130e-01,-8.495410016852840140e-01
-8.962255129252824082e-01,-9.949661118573140950e-01,-8.589803480726416751e-01
-9.571514182862400633e-01,-9.264837423609658673e-01,-9.482390455210151226e-01
-4.537146724619093852e-01,-9.839758303372222459e-01,-8.662582239106236814e-01
-8.082993962578775005e-01,-9.722421269811419853e-01,-8.366634885892215712e-01
-9.737920739912152568e-01,-9.348396902878899350e-01,-8.780388909304017719e-01
-7.690226572446959841e-01,-9.517470497457819478e-01,-9.301184257293695357e-01
-6.606521037932273632e-01,-9.386940702845555373e-01,-8.872231343698747663e-01
-8.468026605242436888e-01,-8.918450364493797355e-01,-9.285893885260352310e-01
-8.211343455463225860e-01,-9.030010176496223728e-01,-8.956696208403298609e-01
-5.052494258141105865e-01,-9.601020544338868534e-01,-9.511063593042239361e-01
-7.520932888706227670e-01,-9.677546474466118820e-01,-9.313973261600226872e-01
